AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Employment in agriculture (% of total employment),156,Philippines,PHL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,44.7000007629,44.0999984741,41.7000007629,40.4000015259,38.5999984741,38.7999992371,37.0999984741,37.2000007629,37.0,36.5999984741,36.0,36.0,35.7999992371,35.0999984741,35.2999992371,35.2000007629,33.2000007629,33.0
"Employment in agriculture, male (% of male employment)",158,Philippines,PHL,"Employment in agriculture, male (% of male employment)",SL.AGR.EMPL.MA.ZS,52.7999992371,51.7000007629,48.4000015259,47.5999984741,46.0999984741,46.0,45.0,45.0999984741,44.7999992371,44.2999992371,43.7000007629,43.5999984741,43.5,42.7000007629,42.9000015259,42.2999992371,40.5,40.3
Employment in industry (% of total employment),159,Philippines,PHL,Employment in industry (% of total employment),SL.IND.EMPL.ZS,15.8000001907,15.6000003815,16.6000003815,16.7000007629,16.3999996185,16.2999992371,16.2000007629,16.2000007629,15.6000003815,15.8000001907,15.8000001907,15.6000003815,15.3000001907,15.3000001907,14.8000001907,14.6000003815,15.0,14.8999996185
"Employment in industry, male (% of male employment)",161,Philippines,PHL,"Employment in industry, male (% of male employment)",SL.IND.EMPL.MA.ZS,17.1000003815,17.0,19.1000003815,19.1000003815,18.7000007629,18.2999992371,18.0,18.3999996185,18.1000003815,18.2000007629,18.2000007629,17.7999992371,17.6000003815,17.8999996185,17.5,17.5,18.2,18.1
Employment in services (% of total employment),162,Philippines,PHL,Employment in services (% of total employment),SL.SRV.EMPL.ZS,39.5,40.2999992371,41.5999984741,42.9000015259,45.0,44.9000015259,46.7000007629,46.5999984741,47.4000015259,47.5999984741,48.2000007629,48.5,48.9000015259,49.5999984741,49.9000015259,50.2999992371,51.7999992371,52.2000007629
"Employment in services, female (% of female employment)",163,Philippines,PHL,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,56.0,55.5999984741,57.2000007629,58.9000015259,61.2000007629,60.0,62.7999992371,62.7999992371,63.4000015259,63.7000007629,64.6999969482,64.3000030518,64.8000030518,65.6999969482,66.3000030518,66.0,68.3,68.3
"Employment in services, male (% of male employment)",164,Philippines,PHL,"Employment in services, male (% of male employment)",SL.SRV.EMPL.MA.ZS,30.0,31.2000007629,32.5,33.2999992371,35.2000007629,35.7000007629,37.0,36.5,37.0999984741,37.5999984741,38.0999984741,38.5999984741,38.7999992371,39.5,39.5999984741,40.4000015259,41.2,41.7
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",167,Philippines,PHL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,76.6999969482,77.1999969482,78.0,77.1999969482,76.3000030518,75.1999969482,72.6999969482,74.5,72.5999984741,74.1999969482,73.5999984741,73.8000030518,72.8000030518,72.4000015259,73.1999969482,73.3000030518,73.5,74.0
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",169,Philippines,PHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.0,61.0,61.5,61.0999984741,60.5999984741,60.2999992371,57.9000015259,60.4000015259,59.0,59.7000007629,58.5999984741,59.7999992371,58.7999992371,58.5999984741,59.0999984741,59.2999992371,60.0,60.7000007629
"Employment to population ratio, 15+, total (%) (national estimate)",170,Philippines,PHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.0,60.0999984741,60.9000015259,60.2999992371,56.9000015259,57.0,57.0999984741,59.0,59.0999984741,58.5999984741,59.0,59.0,58.7000007629,59.0,58.5999984741,59.2000007629,59.4000015259,60.0999984741
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",172,Philippines,PHL,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,52.7999992371,53.7000007629,55.5,53.7999992371,52.7000007629,50.7000007629,46.0999984741,50.7999992371,45.5999984741,49.5999984741,48.2999992371,48.5999984741,46.2999992371,45.2000007629,46.5999984741,47.0999984741,48.2000007629,49.7000007629
Energy use (kg of oil equivalent per capita),176,Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,470.308674951,481.441508301,486.733759179,500.989771655,504.258693595,506.567018712,513.13863695,481.017370605,477.457211125,469.000105506,458.523627921,451.044702991,440.325396697,434.402352876,444.145496786,416.693825828,435.277331626,427.996997669
"External debt stocks, long-term public sector (DOD, current US$)",196,Philippines,PHL,"External debt stocks, long-term public sector (DOD, current US$)",DT.DOD.PUBS.CD,29684869000.0,28368673000.0,26933106000.0,26265910000.0,29105006000.0,34697922000.0,33673978000.0,29145008000.0,32248059000.0,36071041000.0,35903538000.0,35294535000.0,36804638000.0,38011324000.0,39118862000.0,41852081000.0,44652121000.0,44504789000.0
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",198,Philippines,PHL,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,29913015000.0,28525349000.0,27071975000.0,26394770000.0,29172918000.0,34770584000.0,33744454000.0,29210227000.0,32318592000.0,36146690000.0,35981093000.0,35364041000.0,36870712000.0,38076832000.0,39195003000.0,41923486000.0,44727382000.0,44578753000.0
"Fertility rate, total (births per woman)",202,Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.056,4.006,3.962,3.923,3.888,3.852,3.813,3.766,3.709,3.642,3.566,3.485,3.403,3.326,3.257,3.199,3.151,3.111
"Final consumption expenditure, etc. (% of GDP)",207,Philippines,PHL,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,82.2453589394,85.3734434936,84.7708158949,85.561594285,85.7474225733,84.9726264488,83.6236737228,84.713807835,84.470604419,84.5547341035,83.8856278626,84.0541736261,83.7756598462,82.7604677689,83.1701271823,84.534117654,81.2721811011,83.169980302
Forest area (% of land area),221,Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,22.6172988564,22.7755978133,22.9338967703,23.0921957273,23.2504946842,23.4087936412,23.5670925982,23.5986182379,23.6301438777,23.6616695174,23.6931951571,23.7247207969,23.5677633565,23.4108059161,23.2538484757,23.0968910353,22.9399335949,23.7448435456
Forest area (sq. km),222,Philippines,PHL,Forest area (sq. km),AG.LND.FRST.K2,67888.0,68435.0,68982.0,69529.0,70076.0,70623.0,71170.0,71718.0,72266.0,72814.0,73362.0,73910.0,74458.0,75006.0,75554.0,76102.0,76650.0,77198.0
Fossil fuel energy consumption (% of total),224,Philippines,PHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,51.7703053291,55.3710506552,56.3344581696,57.722490147,55.9249240797,53.2161267982,53.0686072962,54.3049027469,55.872919632,57.2156239265,56.3830346446,57.8125893578,56.1823760808,57.2748354548,57.6297547713,56.2629237068,60.210246378,59.6622939821
GDP per person employed (constant 1990 PPP $),240,Philippines,PHL,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,6076.0,6201.0,6199.0,6724.0,6618.0,6569.0,6931.0,6715.0,6747.0,6952.0,7188.0,7398.0,7677.0,7958.0,8163.0,8024.0,8401.0,8457.0
Gross fixed capital formation (% of GDP),284,Philippines,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.6358577899,22.2039811097,23.4237233197,24.4185313402,23.4299079227,20.7316659577,22.1000213876,20.8449095317,20.5671914587,20.6901235891,20.3421798961,19.9011584029,20.1228242468,19.8995075799,19.6630826715,19.0140936114,20.5225950486,18.7393121999
Gross national expenditure (% of GDP),292,Philippines,PHL,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,106.308168314,107.823968192,108.786641509,110.337353399,109.133785576,103.930843791,101.991272278,106.855236993,108.941069959,107.535223071,105.49722367,105.604579656,101.784712137,100.09781238,102.458185514,101.12567767,101.812905363,103.636225871
Household final consumption expenditure per capita (constant 2005 US$),311,Philippines,PHL,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,687.22645091,697.126813641,713.007236524,732.136754482,741.003214084,754.391964326,776.826565351,791.571491339,814.714617269,842.103010439,875.2458497,897.577595808,919.619802101,947.168803217,967.541511498,975.586726337,993.13417081,1032.42611882
"Household final consumption expenditure, etc. (% of GDP)",313,Philippines,PHL,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,71.4489418358,73.9856900833,72.8228269708,72.3778743773,72.4685669111,72.7537357347,72.1999998521,73.633471119,73.896843137,74.3522522521,74.5032190725,75.0144226829,74.5952637738,73.4755221554,74.3383508249,74.6738054078,71.5504792147,73.4686612587
"Immunization, measles (% of children ages 12-23 months)",329,Philippines,PHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75.0,72.0,76.0,79.0,80.0,80.0,78.0,81.0,82.0,87.0,92.0,92.0,92.0,92.0,92.0,88.0,80.0,79.0
Improved sanitation facilities (% of population with access),338,Philippines,PHL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,59.8,60.5,61.1,61.8,62.5,63.2,63.8,64.5,65.1,65.8,66.4,67.1,67.8,68.4,69.1,69.8,70.5,71.1
"Improved sanitation facilities, rural (% of rural population with access)",339,Philippines,PHL,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,49.9,50.9,51.9,52.9,53.9,54.9,55.9,56.9,57.9,58.9,59.9,60.8,61.8,62.8,63.8,64.8,65.8,66.8
"Improved sanitation facilities, urban (% of urban population with access)",340,Philippines,PHL,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,70.3,70.7,71.0,71.4,71.8,72.1,72.5,72.8,73.2,73.6,73.9,74.3,74.6,75.0,75.3,75.7,76.1,76.4
"Improved water source, rural (% of rural population with access)",342,Philippines,PHL,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,79.4,79.9,80.4,80.9,81.5,82.0,82.5,83.0,83.5,84.1,84.6,85.1,85.6,86.1,86.6,87.2,87.7,88.2
"Improved water source, urban (% of urban population with access)",343,Philippines,PHL,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,91.3,91.4,91.6,91.7,91.8,91.9,92.0,92.1,92.2,92.3,92.5,92.6,92.7,92.8,92.9,93.0,93.1,93.3
"Incidence of tuberculosis (per 100,000 people)",344,Philippines,PHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,410.0,403.0,396.0,389.0,382.0,375.0,368.0,362.0,355.0,349.0,343.0,337.0,331.0,325.0,319.0,314.0,308.0,303.0
"Industry, value added (% of GDP)",352,Philippines,PHL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,32.5298948806,32.062576635,32.0859128459,32.1330276836,34.3902033444,33.05587821,34.4560689846,34.4993147924,34.5837451536,34.5609306184,33.7526196169,33.834160533,33.4927323201,33.0530430643,32.8777720267,31.710178863,32.5682847809,31.3471815358
Internet users (per 100 people),377,Philippines,PHL,Internet users (per 100 people),IT.NET.USER.P2,0.00584425347924,0.0285857018207,0.0559460285306,0.13691296291,1.10340599443,1.43160880336,1.98225319606,2.52400566008,4.33227574643,4.85767226709,5.24362845217,5.3976363294,5.74058632535,5.97,6.22,9.0,25.0,29.0
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",386,Philippines,PHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.2000007629,50.7999992371,50.4000015259,50.5,51.0,51.5,50.0,54.0999984741,53.0,52.5,51.5,51.2000007629,50.0,49.7000007629,50.0999984741,50.7000007629,51.9000015259,52.5
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",387,Philippines,PHL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,48.0,49.5,49.2000007629,49.2999992371,49.7000007629,50.2000007629,48.7000007629,52.7000007629,51.7000007629,51.0999984741,50.2000007629,49.7999992371,48.7000007629,48.2999992371,48.7000007629,49.2999992371,50.2999992371,50.9000015259
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",392,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,66.8000030518,67.9000015259,67.8000030518,67.6999969482,68.1999969482,68.0,66.5999984741,69.3000030518,68.0999984741,68.6999969482,68.0999984741,66.3000030518,65.4000015259,64.8000030518,65.4000015259,65.8000030518,66.4000015259,67.0
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",393,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,65.5,66.5999984741,66.5,66.3000030518,66.8000030518,66.5999984741,65.1999969482,67.9000015259,66.6999969482,67.1999969482,66.5999984741,64.8000030518,63.9000015259,63.2999992371,63.7999992371,64.0999984741,64.6999969482,65.1999969482
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",394,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,64.4000015259,65.5999984741,65.8000030518,65.5,66.0,65.8000030518,64.3000030518,67.5,66.1999969482,67.0999984741,66.5,64.8000030518,63.7999992371,63.2000007629,63.7000007629,64.0,64.0999984741,64.5999984741
"Labor force, female (% of total labor force)",395,Philippines,PHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.6348182856,37.1726955589,37.0208789346,37.2240914822,37.2612376739,37.7678913374,37.4479973945,38.9479641385,38.9363824237,38.2310397447,37.9099140302,38.642706313,38.2771556374,38.2578881124,38.2072820354,38.4521088327,38.8512266454,38.9954320139
"Labor force, total",396,Philippines,PHL,"Labor force, total",SL.TLF.TOTL.IN,26808270.0,28016424.0,28738248.0,29410926.0,30405603.0,31106129.0,31250838.0,33376828.0,33622705.0,34721368.0,35246110.0,35111001.0,35519494.0,36089496.0,37335990.0,38535655.0,39964280.0,41135195.0
Land area (sq. km),397,Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0
Land under cereal production (hectares),398,Philippines,PHL,Land under cereal production (hectares),AG.LND.CREL.HA,6657455.0,6451137.0,6686959.0,6568145.0,5524250.0,6642152.0,6548528.0,6552134.0,6441877.0,6416354.0,6653886.0,6512315.0,6730683.0,6921286.0,7121081.0,7216272.0,6853269.0,7081336.0
"Life expectancy at birth, female (years)",400,Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.848,69.043,69.241,69.437,69.629,69.818,70.003,70.184,70.361,70.535,70.705,70.874,71.043,71.212,71.382,71.553,71.726,71.899
"Life expectancy at birth, male (years)",401,Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.03,63.148,63.27,63.392,63.512,63.629,63.743,63.853,63.959,64.061,64.163,64.267,64.376,64.493,64.62,64.756,64.901,65.051
"Life expectancy at birth, total (years)",402,Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.8680487805,66.0236097561,66.1826829268,66.3407804878,66.495902439,66.6480243902,66.7966585366,66.9412926829,67.0819268293,67.2190487805,67.3542195122,67.4899268293,67.628195122,67.7705609756,67.9185365854,68.0716097561,68.2302682927,68.3914878049
"Listed domestic companies, total",404,Philippines,PHL,"Listed domestic companies, total",CM.MKT.LDOM.NO,189.0,205.0,216.0,221.0,221.0,225.0,228.0,232.0,235.0,234.0,233.0,235.0,238.0,242.0,244.0,246.0,251.0,268.0
"Manufacturing, value added (% of GDP)",410,Philippines,PHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,23.2620093424,22.9936131621,22.8087841092,22.2646155773,23.4559066023,23.4673006423,24.4673937155,24.6668606484,24.6924458403,24.6426046564,23.9483353785,24.0534518014,23.621184778,22.7442336967,22.8067911921,21.2604044781,21.4448082,21.0923820108
"Mortality rate, adult, female (per 1,000 female adults)",454,Philippines,PHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,178.2844,176.3046,174.3248,172.345,170.4924,168.6398,166.7872,164.9346,163.082,161.3472,159.6124,157.8776,156.1428,154.408,152.2462,150.0844,147.9226,145.7608
"Mortality rate, adult, male (per 1,000 male adults)",455,Philippines,PHL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,282.9444,282.4156,281.8868,281.358,280.8504,280.3428,279.8352,279.3276,278.82,278.3328,277.8456,277.3584,276.8712,276.384,273.9582,271.5324,269.1066,266.6808
"Mortality rate, infant (per 1,000 live births)",456,Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.6,33.5,32.6,31.8,31.1,30.5,29.9,29.4,28.9,28.4,27.9,27.4,26.9,26.4,25.9,25.4,24.9,24.4
"Mortality rate, neonatal (per 1,000 live births)",457,Philippines,PHL,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,17.8,17.5,17.3,17.1,17.0,16.9,16.8,16.7,16.6,16.4,16.2,16.0,15.7,15.4,15.0,14.6,14.3,14.0
"Mortality rate, under-5 (per 1,000 live births)",458,Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,47.4,45.6,44.0,42.7,41.6,40.6,39.7,38.9,38.1,37.3,36.5,35.7,34.9,34.2,33.4,32.6,31.9,31.2
Number of infant deaths,533,Philippines,PHL,Number of infant deaths,SH.DTH.IMRT,72487.0,70676.0,69701.0,69114.0,68836.0,68752.0,68529.0,68492.0,68347.0,67956.0,67176.0,65963.0,64231.0,62137.0,59972.0,58060.0,56575.0,55434.0
Number of neonatal deaths,534,Philippines,PHL,Number of neonatal deaths,SH.DTH.NMRT,37093.0,36736.0,36813.0,36998.0,37467.0,37941.0,38356.0,38761.0,39119.0,39107.0,38875.0,38394.0,37369.0,36134.0,34625.0,33269.0,32392.0,31711.0
Number of under-five deaths,535,Philippines,PHL,Number of under-five deaths,SH.DTH.MORT,98988.0,95970.0,93699.0,92286.0,91423.0,90750.0,90148.0,89784.0,89282.0,88502.0,87249.0,85393.0,82803.0,80026.0,76875.0,73994.0,71913.0,70521.0
Permanent cropland (% of land area),545,Philippines,PHL,Permanent cropland (% of land area),AG.LND.CROP.ZS,14.7566824295,14.7566824295,15.0920615756,15.7628198679,15.7628198679,15.7628198679,15.7628198679,15.7628198679,15.7628198679,15.9975852701,16.265888587,16.265888587,16.5174229466,16.7689573062,16.9701847939,17.1043364524,17.7750947446,17.8086326592
Population ages 0-14 (% of total),563,Philippines,PHL,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,40.0226016555,39.7633357019,39.5058869809,39.2678163655,39.0307169015,38.7746434516,38.4969151473,38.2499322495,37.9921991654,37.7273421814,37.4415667059,37.0991672027,36.5404471885,35.915138033,35.191328095,34.3989589214,33.6099258781,33.2381271681
Population ages 15-64 (% of total),564,Philippines,PHL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.8913126695,57.1532046934,57.3830975131,57.5905582776,57.796147965,58.0225843209,58.2740543847,58.4764291273,58.6946344555,58.9235208704,59.1739321681,59.4779363454,59.897818886,60.3822809622,60.9654859959,61.6112364608,62.2359526556,62.5328867402
Population ages 65 and above (% of total),565,Philippines,PHL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.08608567504,3.08345960469,3.11101550601,3.14162535687,3.17313513348,3.20277222752,3.22903046797,3.2736386232,3.31316637911,3.34913694825,3.38450112605,3.42289645186,3.56173392549,3.70258100476,3.8431859091,3.98980461783,4.15412146631,4.22898609164
Population density (people per sq. km of land area),566,Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,228.863178724,234.214417949,239.586078412,244.969664956,250.381419995,255.844736224,261.368504544,266.977029882,272.644390784,278.269893014,283.71817755,288.900201227,293.768316732,298.371761076,302.837693262,307.34775799,312.033075091,316.937428313
Population in largest city,568,Philippines,PHL,Population in largest city,EN.URB.LCTY,9096427.0,9401255.0,9537615.0,9638964.0,9741532.0,9845191.0,9961912.0,10139607.0,10320724.0,10505075.0,10692980.0,10883716.0,11078124.0,11276004.0,11477699.0,11682432.0,11891107.0,12103509.0
Population in the largest city (% of urban population),569,Philippines,PHL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.5698552817,27.8773221156,27.6819703718,27.3953880364,27.1222593599,26.8590296055,26.6557930478,26.7122582325,26.7758373115,26.8566457197,26.9670947364,27.1113745596,27.2964959113,27.515748954,27.7575965499,28.0026318912,28.2417199673,28.4509828258
Population in urban agglomerations of more than 1 million,570,Philippines,PHL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,10066567.0,10402681.0,10568138.0,10698668.0,10831284.0,10965844.0,11113508.0,11318415.0,11527425.0,11740330.0,11957505.0,12178121.0,12403158.0,12632392.0,12866228.0,13103771.0,13346079.0,13592910.0
Population in urban agglomerations of more than 1 million (% of total population),571,Philippines,PHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.7516811734,14.8959329734,14.79356865,14.6471610644,14.5082122285,14.3747940705,14.2604742296,14.2183031996,14.179855094,14.1497946759,14.134793376,14.1373657929,14.1600039976,14.199201785,14.248769742,14.2988891727,14.3446222098,14.3838440711
"Population, female (% of total)",572,Philippines,PHL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.5426327856,49.5579675688,49.5713469675,49.5828277209,49.5953813793,49.6128391835,49.6367787265,49.670410134,49.7103600448,49.7445865118,49.7579390311,49.7418273099,49.6922039308,49.6166458129,49.532184943,49.4614323772,49.4195256088,49.410861126
"Population, total",573,Philippines,PHL,"Population, total",SP.POP.TOTL,68240134.0,69835713.0,71437381.0,73042605.0,74656228.0,76285225.0,77932247.0,79604541.0,81294378.0,82971734.0,84596249.0,86141373.0,87592899.0,88965508.0,90297115.0,91641881.0,93038902.0,94501233.0
Prevalence of anemia among children (% of children under 5),654,Philippines,PHL,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,41.9,40.3,38.9,37.7,36.7,36.0,35.5,35.2,35.0,35.0,34.9,34.8,34.8,34.7,34.7,34.8,34.8,34.9
"Prevalence of HIV, female (% ages 15-24)",657,Philippines,PHL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, male (% ages 15-24)",658,Philippines,PHL,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Prevalence of HIV, total (% of population ages 15-49)",659,Philippines,PHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
