AAAIndicator Name,Unnamed: 0,Unnamed: 0.1,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Agricultural land (sq. km),29,29,India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,1812910.0,1809450.0,1805890.0,1809810.0,1808740.0,1810210.0,1809750.0,1804870.0,1805600.0,1802490.0,1803750.0,1801260.0,1799060.0,1796200.0,1797570.0,1800680.0,1795730.0,1796700.0
Agriculture value added per worker (constant 2005 US$),32,34,India,IND,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,487.49961032,478.366338288,519.600000067,500.379596021,525.838938395,533.766534133,527.885022638,552.701720045,510.044667268,549.768304056,544.59271105,564.847494984,580.163383446,608.823970283,602.419002062,600.433997685,644.829628605,669.820274533
"Agriculture, value added (% of GDP)",33,35,India,IND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,28.271994371,26.2564045192,27.1274219683,25.887008331,25.7909808199,24.5022780678,23.0218527819,22.9223061853,20.6957414671,20.7427547014,19.0285523478,18.810543423,18.2882250925,18.2562719016,17.7843323688,17.7366364854,18.2054294101,18.3707112014
"Agriculture, value added (constant 2005 US$)",35,37,India,IND,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,1.09103875289e+11,1.08345191959e+11,1.19093359215e+11,1.16052038946e+11,1.23387055216e+11,1.26680412845e+11,1.26670762147e+11,1.34279988288e+11,1.25411822966e+11,1.36759813549e+11,1.37010812617e+11,1.44052491798e+11,1.50038373247e+11,1.58735020828e+11,1.58882590023e+11,1.60166369317e+11,1.7393634402e+11,1.82664007787e+11
"Agriculture, value added (constant LCU)",36,38,India,IND,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,8.99271917589e+12,8.9301858689e+12,9.81608702994e+12,9.56541088269e+12,1.01699883214e+13,1.04414382605e+13,1.04406428165e+13,1.10678215822e+13,1.03368766901e+13,1.12722173666e+13,1.12929055789e+13,1.1873305159e+13,1.23666822342e+13,1.30834900402e+13,1.30956532042e+13,1.32014667387e+13,1.43364357326e+13,1.50558e+13
Arable land (% of land area),43,45,India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,54.6635095638,54.4569973665,54.1590009384,54.3527322505,54.2881551465,54.1421839842,54.1270487254,53.9235635799,53.9595518618,53.7466492219,53.70696121,53.6272488472,53.3642316838,53.1489746703,53.139893515,53.1160134401,52.8082631786,52.7981730061
Arable land (hectares per person),44,46,India,IND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.172421253908,0.168503710715,0.164430280066,0.161954506198,0.158804150292,0.155534913501,0.152760219692,0.149572503453,0.147159756076,0.144174834203,0.141759819832,0.13933438476,0.136531793081,0.133952636065,0.131984750778,0.130066148508,0.12754750323,0.125840315826
Arable land (hectares),45,47,India,IND,Arable land (hectares),AG.LND.ARBL.HA,162525000.0,161911000.0,161025000.0,161601000.0,161409000.0,160975000.0,160930000.0,160325000.0,160432000.0,159799000.0,159681000.0,159444000.0,158662000.0,158022000.0,157995000.0,157924000.0,157009000.0,156979000.0
Armed forces personnel (% of total labor force),46,48,India,IND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.351562629868,0.583473968339,0.591068426428,0.582362921672,0.579314739312,0.567676308791,0.58371977781,0.562121971809,0.554853559025,0.545871446996,0.575731144564,0.651557190144,0.552260891885,0.548489035882,0.549132043423,0.55711393109,0.557121559418,0.557188309183
"Armed forces personnel, total",47,49,India,IND,"Armed forces personnel, total",MS.MIL.TOTL.P1,1270000.0,2149500.0,2223000.0,2233000.0,2265000.0,2263000.0,2372000.0,2352700.0,2387700.0,2414700.0,2617000.0,3047000.0,2589000.0,2576000.0,2582000.0,2625586.0,2625586.0,2647150.0
"Birth rate, crude (per 1,000 people)",63,65,India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.43,27.901,27.402,26.93,26.481,26.049,25.622,25.186,24.73,24.253,23.757,23.259,22.779,22.335,21.937,21.589,21.281,20.999
Broad money (% of GDP),64,66,India,IND,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,45.2282997952,42.7948189828,43.9192279662,46.6420242221,48.058507988,50.1848377884,53.7033373229,56.7439528363,61.5402964257,62.0903787561,63.5217316692,64.4611906879,67.4278775225,70.998799094,75.7800157947,77.7150750592,76.186627228,77.9832164026
CO2 emissions (kg per 2005 US$ of GDP),80,83,India,IND,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,2.07354837616,2.05037327861,2.07672719722,2.07897259962,2.0103493259,1.97185535494,1.96906313169,1.90564264899,1.8708037742,1.81240131969,1.76661027821,1.69156342548,1.65043411089,1.60985418145,1.72447947124,1.74282791876,1.56869721738,1.56408542713
CO2 emissions (kg per 2011 PPP $ of GDP),81,84,India,IND,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.470460596939,0.46520247499,0.471181829233,0.471691281226,0.4561215715,0.447387800557,0.446754282174,0.432365016655,0.424460538506,0.411209796963,0.400820417599,0.383793283078,0.374461587654,0.365254540427,0.391261496849,0.395424515987,0.355916571703,0.354870217724
CO2 emissions (kg per PPP $ of GDP),82,85,India,IND,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.658720060793,0.638049987008,0.634664816033,0.624659648074,0.597555707936,0.577279535792,0.563636427097,0.533328539708,0.515662192298,0.489797492251,0.464646093826,0.431038344099,0.408022379607,0.387672879911,0.407286686657,0.408517788133,0.363264924427,0.354870217724
CO2 emissions (metric tons per capita),84,87,India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.917597877143,0.957509197591,1.02341866136,1.04622353943,1.0546130512,1.10571581739,1.12642099943,1.1231051039,1.12530100757,1.15657588732,1.19717813505,1.23315143122,1.29453565751,1.36578685343,1.49788636315,1.61904865443,1.58486994488,1.66287348287
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",85,88,India,IND,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,49.6635375425,52.4634942005,53.5289912237,52.6738124524,54.2279199649,55.3648851685,56.3531336264,57.39768728,56.4623197871,57.6781554552,58.511257764,57.7180757283,57.3383520757,58.4922726302,57.5369703833,56.1511465508,55.9614252314,55.8454909337
CO2 emissions from liquid fuel consumption (% of total),88,91,India,IND,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,23.0212533228,23.5269969191,24.2820397426,23.4114898923,24.545606935,24.9463275207,25.5971768138,24.759740596,23.2178245937,22.9228705221,22.0135637097,21.2604400002,21.0655122317,20.0751972106,22.0331877229,22.5819088053,20.7840174126,19.7415848918
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),90,93,India,IND,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,26.1083674926,23.6459196355,22.4497091017,23.1523458092,23.3124091297,22.3105816699,22.472139863,21.8190045249,22.5779094817,21.0877109579,20.5851214003,21.8579464361,22.8360570142,22.3338793533,22.1350480581,23.2073579793,24.4882326376,25.292547956
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),92,95,India,IND,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,9.08798388338,8.65394573322,8.50138053446,8.75300181573,8.27121460386,8.04249839021,7.57591248339,7.33031674208,7.43271564623,7.4608985025,7.11727131564,6.87347829737,6.51267544167,6.1697884766,5.78247799302,5.51370966779,5.57756398164,5.47092018636
CO2 emissions from solid fuel consumption (% of total),93,96,India,IND,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,69.8675959961,68.5068493697,67.646144108,68.0120132778,66.7466038117,67.1681438615,66.4474700716,67.0000091382,68.0384637228,68.2308249018,69.3579263948,69.9179872043,70.218942873,71.2393428893,69.1839681293,67.4789771752,68.3543566234,69.9799709729
CO2 emissions from solid fuel consumption (kt),94,97,India,IND,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,604306.932,630294.961,677965.961,710004.54,715464.703,768665.539,788507.676,806574.985,834689.874,874660.174,935308.687,986632.019,1056349.023,1147807.67,1240520.431,1326515.248,1333559.555,1451625.954
CO2 emissions from transport (% of total fuel combustion),95,98,India,IND,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,9.81966731488,10.0365057995,10.2258159945,9.94787090728,10.1382382128,9.91092509122,9.62171557101,9.44595274007,9.42906996013,9.36534347516,9.43499435347,9.52900680044,9.23168042145,9.99430240011,10.8039794557,10.4723478925,10.8224291586,11.1742382817
CO2 intensity (kg per kg of oil equivalent energy use),96,99,India,IND,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.37816946481,2.39687724036,2.52947562748,2.53570617085,2.54179806566,2.56678708795,2.59988541045,2.59397893366,2.56647120432,2.61771985362,2.60365508745,2.61446752436,2.64047379087,2.66823316703,2.83596365738,2.82245515263,2.70014669021,2.75910113801
Combustible renewables and waste (% of total energy),98,101,India,IND,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,38.1188804742,36.4732439357,35.6720801746,34.6827633397,34.2014933975,32.9060583221,32.6060787017,32.4971978144,32.0012132124,31.7013725676,30.5103818531,29.7831849547,28.6915534614,27.6016432238,26.8847214405,24.8999253645,24.5135805514,24.0899100081
Consumer price index (2010 = 100),108,111,India,IND,Consumer price index (2010 = 100),FP.CPI.TOTL,34.1319916576,37.6219494253,40.9993279102,43.936623744,49.7498085301,52.0730355485,54.1608695209,56.1565931711,58.623102913,60.8542196091,63.1467431867,65.8281770141,69.8736623701,74.3246123893,80.5320675885,89.2918555573,100.0,108.857845297
"Death rate, crude (per 1,000 people)",119,127,India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.882,9.706,9.532,9.361,9.198,9.043,8.898,8.76,8.63,8.506,8.389,8.283,8.19,8.111,8.049,8.002,7.969,7.949
Domestic credit to private sector (% of GDP),138,147,India,IND,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,23.2397868064,22.1228084791,22.999108204,23.1493566163,23.2696682315,24.9847070592,27.8511277792,28.1261686735,31.7496967507,31.0811967361,35.5680493359,39.4035657377,43.2206309742,44.8187258253,48.5390474801,47.2966904223,49.5834946688,50.7335841523
Domestic credit to private sector by banks (% of GDP),139,148,India,IND,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,23.2397868064,22.1228084791,22.999108204,23.1493566163,23.2696682315,24.9847070592,27.8511277792,28.1261686735,31.7496967507,31.0811967361,35.5680493359,39.4035657377,43.2206309742,44.8187258253,48.5390474801,47.2966904223,49.5834946688,50.7335841523
Electric power consumption (kWh per capita),141,150,India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,342.316527164,359.900097805,360.946036487,376.64512214,387.033525082,393.206947651,394.802537088,394.953507231,411.822952321,431.707987958,452.896173289,469.368748482,510.703014088,543.356622439,562.935282515,601.550583453,643.879754314,698.433433044
Electric power transmission and distribution losses (% of output),142,151,India,IND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,17.8008408113,18.7327101921,20.5640237365,20.7157938385,22.1307749265,25.6816974183,27.2206892194,28.2419568459,26.6800108763,26.7401822576,25.6633493716,25.1655823468,23.6555679621,22.7685070845,21.255370688,20.9539497352,19.6400712261,19.3943454874
Electricity production from coal sources (% of total),143,152,India,IND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,67.7075736989,69.9367417269,70.4770095095,68.9323387168,66.7958971794,66.9580592557,68.4994242463,69.4170572844,69.8934647225,67.8314232289,67.6916801537,66.8596364734,66.688248917,65.4820578389,68.4446959115,67.2053478571,67.1782980878,66.7597297448
"Electricity production from oil, gas and coal sources (% of total)",148,157,India,IND,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,77.3357078705,80.8554029174,82.1852195445,81.8517045431,80.9322462883,82.3143448705,83.4421648341,83.4818445656,84.7687640663,83.7936380384,83.0202444184,80.9492270029,80.0158700619,80.0515564687,81.7005852503,82.2750849775,81.23585892,79.6324008413
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",151,172,India,IND,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,34.2999992371,34.0,33.7000007629,33.2999992371,32.7999992371,32.7000007629,32.5,32.9000015259,33.5,34.2999992371,34.9000015259,35.0,33.4000015259,32.2000007629,30.5,29.0,27.3999996185,26.6000003815
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",152,174,India,IND,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,81.1999969482,80.6999969482,80.5,80.0,80.0999984741,79.4000015259,79.1999969482,79.6999969482,79.5,79.9000015259,80.0,79.9000015259,79.4000015259,79.3000030518,78.4000015259,78.0999984741,78.1999969482,77.6999969482
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",153,176,India,IND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.5999984741,58.0999984741,57.9000015259,57.5,57.2999992371,56.7999992371,56.5999984741,57.0999984741,57.2000007629,57.7999992371,58.0999984741,58.0999984741,57.0999984741,56.4000015259,55.0999984741,54.2000007629,53.5,52.7999992371
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",154,178,India,IND,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,27.2000007629,26.5,26.0,25.2999992371,24.2999992371,24.2000007629,23.7000007629,23.7000007629,24.2999992371,24.8999996185,25.1000003815,25.0,23.2999992371,22.1000003815,20.2000007629,18.8999996185,17.2000007629,16.3999996185
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",155,179,India,IND,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,61.9000015259,61.0,60.5,59.7000007629,58.9000015259,58.5,58.0999984741,58.0,58.2999992371,58.7999992371,58.7999992371,58.5,56.5999984741,55.2999992371,52.9000015259,51.2000007629,49.2000007629,47.7000007629
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",156,180,India,IND,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,45.2999992371,44.4000015259,43.9000015259,43.2000007629,42.2999992371,42.0,41.5999984741,41.5,41.9000015259,42.5,42.5999984741,42.4000015259,40.5999984741,39.4000015259,37.2000007629,35.7000007629,33.9000015259,32.7999992371
"Energy imports, net (% of energy use)",157,181,India,IND,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,11.721137867,12.5257034795,13.6185487019,14.240892023,16.5447217321,19.3870851525,19.7357190507,19.3131519401,19.5605682279,18.7850636291,20.512233745,20.9705283499,22.2616541123,23.8872701943,24.5510074386,26.2470152981,26.6529534753,28.2773154129
Energy intensity level of primary energy (MJ/$2011 PPP GDP),158,182,India,IND,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,8.11915754857,7.96575118579,7.64519464126,7.63465529269,7.36495468472,7.15360248736,7.0525314094,6.84092161918,6.78783749858,6.44719488439,6.31825131611,6.0248276822,5.82044145469,5.61826677218,5.6623532922,5.74998967136,5.40992660821,5.27876574394
Energy use (kg of oil equivalent per capita),159,183,India,IND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,385.842090196,399.481951545,404.597162448,412.596519052,414.908275149,430.778159429,433.25794087,432.966162264,438.462354721,441.825692587,459.806731245,471.664466946,490.266429452,511.869378699,528.175443733,573.631312768,586.956979273,602.686672105
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",160,184,India,IND,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,197.824673094,194.086900721,186.276485179,186.019692127,179.448390359,174.29875764,171.836143385,166.680234386,165.386830676,157.087014638,153.945282357,146.795964954,141.81605928,136.8900383,137.964213974,140.099485945,131.813791078,128.61805348
"Fertility rate, total (births per woman)",187,212,India,IND,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.549,3.473,3.402,3.334,3.269,3.207,3.145,3.083,3.018,2.952,2.884,2.817,2.753,2.694,2.643,2.6,2.563,2.532
Final consumption expenditure (constant 2005 US$),188,213,India,IND,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,3.15684360763e+11,3.35718846574e+11,3.60210345156e+11,3.75411834513e+11,4.03214565255e+11,4.31541933559e+11,4.44840696364e+11,4.68590576408e+11,4.79668415539e+11,5.05649093387e+11,5.30844530944e+11,5.76940199479e+11,6.21602325429e+11,6.79977052027e+11,7.3225550131e+11,7.93688789428e+11,8.58854874981e+11,9.35060873351e+11
Final consumption expenditure (constant LCU),189,214,India,IND,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,2.05199784738e+13,2.18222514676e+13,2.34142372805e+13,2.44023579262e+13,2.62095790218e+13,2.80509023817e+13,2.89153428178e+13,3.04591222628e+13,3.11791991775e+13,3.28679839779e+13,3.4505726928e+13,3.75020176654e+13,4.04051258867e+13,4.41995746529e+13,4.75977558341e+13,5.15910158952e+13,5.5826913643e+13,6.07804230356e+13
"Final consumption expenditure, etc. (% of GDP)",192,217,India,IND,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,77.1028350973,75.1058464447,79.0817759103,76.7033520547,78.1198893217,75.0546458758,76.7760810617,75.2885743405,75.9947223115,74.5464307839,69.3006508091,68.4652570625,67.2871551414,65.9802181037,69.5415906665,69.0807498524,67.839301956,67.5361427416
"Final consumption expenditure, etc. (constant 2005 US$)",194,219,India,IND,"Final consumption expenditure, etc. (constant 2005 US$)",NE.CON.TETC.KD,3.32628692632e+11,3.48773341904e+11,3.88285167726e+11,3.978372152e+11,4.29943442178e+11,4.44501610682e+11,4.69769544982e+11,4.82035363429e+11,4.95954221889e+11,5.33160460805e+11,5.2766465406e+11,5.71147453519e+11,6.15555524222e+11,6.60175490534e+11,7.306185975e+11,7.77184134062e+11,8.31362857351e+11,9.11654942971e+11
"Final consumption expenditure, etc. (constant LCU)",195,220,India,IND,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,2.17633174877e+13,2.28196338417e+13,2.54048239619e+13,2.60297978335e+13,2.8130452487e+13,2.90829681604e+13,3.07362052041e+13,3.15387363958e+13,3.24494231238e+13,3.48837626982e+13,3.45241816107e+13,3.73691856372e+13,4.02747285538e+13,4.31941354319e+13,4.78031055409e+13,5.08498077005e+13,5.43946274413e+13,5.96479991131e+13
Forest area (% of land area),205,231,India,IND,Forest area (% of land area),AG.LND.FRST.ZS,21.7003958711,21.7491986721,21.7980014732,21.8468042742,21.8956070752,21.9444098763,21.9932126773,22.1492067443,22.3052008112,22.4611948782,22.6171889452,22.7731830122,22.9131673388,23.0531516654,23.193135992,23.3331203186,23.4731046452,23.5331075377
Forest area (sq. km),206,232,India,IND,Forest area (sq. km),AG.LND.FRST.K2,645194.0,646645.0,648096.0,649547.0,650998.0,652449.0,653900.0,658538.0,663176.0,667814.0,672452.0,677090.0,678540.0,679990.0,681440.0,682890.0,684340.0,685790.0
Fossil fuel energy consumption (% of total),208,234,India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,59.4765489815,61.3069170973,62.1756525881,63.0695095247,63.3156747375,64.6971232351,64.9618225431,64.9698353761,65.6295084788,65.8301469259,67.015634462,67.5193163285,68.4223250838,69.5788296821,70.6156140053,72.6753061218,72.7324387435,72.753099637
GDP (constant 2005 US$),211,237,India,IND,GDP (constant 2005 US$),NY.GDP.MKTP.KD,4.17126329409e+11,4.48721529195e+11,4.82597860875e+11,5.02142209662e+11,5.33196771919e+11,5.80362055023e+11,6.02653710235e+11,6.31725521906e+11,6.55756204857e+11,7.07301144107e+11,7.63340165418e+11,8.34215013606e+11,9.1149639848e+11,1.00083544495e+12,1.03977752238e+12,1.12794843762e+12,1.24367552985e+12,1.32623503616e+12
GDP (constant LCU),212,238,India,IND,GDP (constant LCU),NY.GDP.MKTP.KN,2.7778368455e+13,2.98824387072e+13,3.21384200657e+13,3.34399685021e+13,3.55080352046e+13,3.86489892034e+13,4.01334934609e+13,4.20695196461e+13,4.36698337912e+13,4.71024493168e+13,5.08343465194e+13,5.55542299416e+13,6.07007542255e+13,6.66502538743e+13,6.92435866346e+13,7.51152950303e+13,8.28220964995e+13,8.83201152623e+13
GDP deflator (base year varies by country),215,241,India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,37.6404571238,41.0516996672,44.1613734246,47.0213837612,50.7878753723,52.3462482652,54.2542533948,55.9988618572,58.0796024823,60.3260042355,63.7799172615,66.4822245968,70.7521015428,74.8247647651,81.3080802284,86.2384612577,93.9859630798,100.0
GDP per capita (constant 2005 US$),217,243,India,IND,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,442.525425349,466.992624016,492.803610763,503.240658209,524.591939129,560.748948762,572.059362292,589.357666032,601.506701607,638.145577779,677.669630827,729.00100147,784.360701814,848.391655074,868.602026367,928.977919738,1010.30965525,1063.16026863
GDP per capita (constant LCU),218,244,India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,29469.8115401,31099.1952824,32818.0680782,33513.1192632,34934.9996543,37342.8618893,38096.0745548,39248.0484799,40057.1088598,42497.0608128,45129.150017,48547.5430229,52234.2011053,56498.317961,57844.2199116,61864.9294512,67281.1852874,70800.7516826
"GDP per capita, PPP (constant 2011 international $)",222,248,India,IND,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1950.4245055,2058.26333493,2172.02489117,2218.02602904,2312.13149541,2471.49300007,2521.34348651,2597.58551371,2651.13221486,2812.61753943,2986.81923995,3213.06152451,3457.05861481,3739.27412875,3828.35105219,4094.45694177,4452.92540692,4685.86373219
"GDP per capita, PPP (current international $)",223,249,India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1393.00126375,1500.68053771,1612.53410541,1674.86973531,1764.87821503,1915.39063632,1998.48864494,2105.84099721,2182.24454765,2361.33484883,2576.53760778,2860.88569174,3172.70748423,3523.03945983,3677.71992608,3963.22682013,4362.84881448,4685.86373219
GDP per person employed (constant 1990 PPP $),224,250,India,IND,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,3888.0,4111.0,4374.0,4496.0,4727.0,4958.0,5063.0,5227.0,5295.0,5606.0,5881.0,6285.0,6720.0,7170.0,7517.0,8018.0,8515.0,8875.0
GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),225,251,India,IND,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,5.05498118288,5.15233123041,5.36836412304,5.37577494386,5.57263287789,5.73727554653,5.81949746021,5.99951160186,6.04643063725,6.36589855823,6.49581451726,6.81217634501,7.05138758669,7.30513346639,7.24825642241,7.1377849337,7.58645959442,7.77495828109
GDP per unit of energy use (PPP $ per kg of oil equivalent),226,252,India,IND,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,3.610288507,3.75656655303,3.98552994207,4.0593404403,4.25365874998,4.44635038799,4.61269940241,4.86375421627,4.97703970285,5.3444941941,5.60352302978,6.06551031979,6.47139451864,6.88269235558,6.96306496207,6.90901408609,7.43299588989,7.77495828109
