,AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name.1,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
12,Electric power consumption (kWh per capita),146,Philippines,PHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,377.153421182,398.521026054,428.333171957,462.196001909,478.580300092,467.692138288,499.728950456,519.279421509,522.75447633,555.9724713,576.030268198,577.538971894,569.658049564,584.52990568,588.512711619,593.8551174,644.268136354,650.742832107
20,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",167,Philippines,PHL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,76.6999969482,77.1999969482,78.0,77.1999969482,76.3000030518,75.1999969482,72.6999969482,74.5,72.5999984741,74.1999969482,73.5999984741,73.8000030518,72.8000030518,72.4000015259,73.1999969482,73.3000030518,73.5,74.0
21,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",169,Philippines,PHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.0,61.0,61.5,61.0999984741,60.5999984741,60.2999992371,57.9000015259,60.4000015259,59.0,59.7000007629,58.5999984741,59.7999992371,58.7999992371,58.5999984741,59.0999984741,59.2999992371,60.0,60.7000007629
22,"Employment to population ratio, 15+, total (%) (national estimate)",170,Philippines,PHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.0,60.0999984741,60.9000015259,60.2999992371,56.9000015259,57.0,57.0999984741,59.0,59.0999984741,58.5999984741,59.0,59.0,58.7000007629,59.0,58.5999984741,59.2000007629,59.4000015259,60.0999984741
24,Energy use (kg of oil equivalent per capita),176,Philippines,PHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,470.308674951,481.441508301,486.733759179,500.989771655,504.258693595,506.567018712,513.13863695,481.017370605,477.457211125,469.000105506,458.523627921,451.044702991,440.325396697,434.402352876,444.145496786,416.693825828,435.277331626,427.996997669
27,"Fertility rate, total (births per woman)",202,Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.056,4.006,3.962,3.923,3.888,3.852,3.813,3.766,3.709,3.642,3.566,3.485,3.403,3.326,3.257,3.199,3.151,3.111
29,Forest area (% of land area),221,Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,22.6172988564,22.7755978133,22.9338967703,23.0921957273,23.2504946842,23.4087936412,23.5670925982,23.5986182379,23.6301438777,23.6616695174,23.6931951571,23.7247207969,23.5677633565,23.4108059161,23.2538484757,23.0968910353,22.9399335949,23.7448435456
30,Forest area (sq. km),222,Philippines,PHL,Forest area (sq. km),AG.LND.FRST.K2,67888.0,68435.0,68982.0,69529.0,70076.0,70623.0,71170.0,71718.0,72266.0,72814.0,73362.0,73910.0,74458.0,75006.0,75554.0,76102.0,76650.0,77198.0
31,Fossil fuel energy consumption (% of total),224,Philippines,PHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,51.7703053291,55.3710506552,56.3344581696,57.722490147,55.9249240797,53.2161267982,53.0686072962,54.3049027469,55.872919632,57.2156239265,56.3830346446,57.8125893578,56.1823760808,57.2748354548,57.6297547713,56.2629237068,60.210246378,59.6622939821
32,GDP per person employed (constant 1990 PPP $),240,Philippines,PHL,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,6076.0,6201.0,6199.0,6724.0,6618.0,6569.0,6931.0,6715.0,6747.0,6952.0,7188.0,7398.0,7677.0,7958.0,8163.0,8024.0,8401.0,8457.0
34,Gross national expenditure (% of GDP),292,Philippines,PHL,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,106.308168314,107.823968192,108.786641509,110.337353399,109.133785576,103.930843791,101.991272278,106.855236993,108.941069959,107.535223071,105.49722367,105.604579656,101.784712137,100.09781238,102.458185514,101.12567767,101.812905363,103.636225871
37,"Immunization, measles (% of children ages 12-23 months)",329,Philippines,PHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75.0,72.0,76.0,79.0,80.0,80.0,78.0,81.0,82.0,87.0,92.0,92.0,92.0,92.0,92.0,88.0,80.0,79.0
38,Improved sanitation facilities (% of population with access),338,Philippines,PHL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,59.8,60.5,61.1,61.8,62.5,63.2,63.8,64.5,65.1,65.8,66.4,67.1,67.8,68.4,69.1,69.8,70.5,71.1
39,"Improved sanitation facilities, rural (% of rural population with access)",339,Philippines,PHL,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,49.9,50.9,51.9,52.9,53.9,54.9,55.9,56.9,57.9,58.9,59.9,60.8,61.8,62.8,63.8,64.8,65.8,66.8
40,"Improved sanitation facilities, urban (% of urban population with access)",340,Philippines,PHL,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,70.3,70.7,71.0,71.4,71.8,72.1,72.5,72.8,73.2,73.6,73.9,74.3,74.6,75.0,75.3,75.7,76.1,76.4
41,"Improved water source, rural (% of rural population with access)",342,Philippines,PHL,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,79.4,79.9,80.4,80.9,81.5,82.0,82.5,83.0,83.5,84.1,84.6,85.1,85.6,86.1,86.6,87.2,87.7,88.2
42,"Improved water source, urban (% of urban population with access)",343,Philippines,PHL,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,91.3,91.4,91.6,91.7,91.8,91.9,92.0,92.1,92.2,92.3,92.5,92.6,92.7,92.8,92.9,93.0,93.1,93.3
43,"Incidence of tuberculosis (per 100,000 people)",344,Philippines,PHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,410.0,403.0,396.0,389.0,382.0,375.0,368.0,362.0,355.0,349.0,343.0,337.0,331.0,325.0,319.0,314.0,308.0,303.0
44,"Industry, value added (% of GDP)",352,Philippines,PHL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,32.5298948806,32.062576635,32.0859128459,32.1330276836,34.3902033444,33.05587821,34.4560689846,34.4993147924,34.5837451536,34.5609306184,33.7526196169,33.834160533,33.4927323201,33.0530430643,32.8777720267,31.710178863,32.5682847809,31.3471815358
45,Internet users (per 100 people),377,Philippines,PHL,Internet users (per 100 people),IT.NET.USER.P2,0.00584425347924,0.0285857018207,0.0559460285306,0.13691296291,1.10340599443,1.43160880336,1.98225319606,2.52400566008,4.33227574643,4.85767226709,5.24362845217,5.3976363294,5.74058632535,5.97,6.22,9.0,25.0,29.0
46,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",386,Philippines,PHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,49.2000007629,50.7999992371,50.4000015259,50.5,51.0,51.5,50.0,54.0999984741,53.0,52.5,51.5,51.2000007629,50.0,49.7000007629,50.0999984741,50.7000007629,51.9000015259,52.5
47,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",387,Philippines,PHL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,48.0,49.5,49.2000007629,49.2999992371,49.7000007629,50.2000007629,48.7000007629,52.7000007629,51.7000007629,51.0999984741,50.2000007629,49.7999992371,48.7000007629,48.2999992371,48.7000007629,49.2999992371,50.2999992371,50.9000015259
48,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",392,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,66.8000030518,67.9000015259,67.8000030518,67.6999969482,68.1999969482,68.0,66.5999984741,69.3000030518,68.0999984741,68.6999969482,68.0999984741,66.3000030518,65.4000015259,64.8000030518,65.4000015259,65.8000030518,66.4000015259,67.0
49,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",393,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,65.5,66.5999984741,66.5,66.3000030518,66.8000030518,66.5999984741,65.1999969482,67.9000015259,66.6999969482,67.1999969482,66.5999984741,64.8000030518,63.9000015259,63.2999992371,63.7999992371,64.0999984741,64.6999969482,65.1999969482
50,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",394,Philippines,PHL,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,64.4000015259,65.5999984741,65.8000030518,65.5,66.0,65.8000030518,64.3000030518,67.5,66.1999969482,67.0999984741,66.5,64.8000030518,63.7999992371,63.2000007629,63.7000007629,64.0,64.0999984741,64.5999984741
51,"Labor force, female (% of total labor force)",395,Philippines,PHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,36.6348182856,37.1726955589,37.0208789346,37.2240914822,37.2612376739,37.7678913374,37.4479973945,38.9479641385,38.9363824237,38.2310397447,37.9099140302,38.642706313,38.2771556374,38.2578881124,38.2072820354,38.4521088327,38.8512266454,38.9954320139
52,"Labor force, total",396,Philippines,PHL,"Labor force, total",SL.TLF.TOTL.IN,26808270.0,28016424.0,28738248.0,29410926.0,30405603.0,31106129.0,31250838.0,33376828.0,33622705.0,34721368.0,35246110.0,35111001.0,35519494.0,36089496.0,37335990.0,38535655.0,39964280.0,41135195.0
53,Land area (sq. km),397,Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0,298170.0
55,"Life expectancy at birth, female (years)",400,Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.848,69.043,69.241,69.437,69.629,69.818,70.003,70.184,70.361,70.535,70.705,70.874,71.043,71.212,71.382,71.553,71.726,71.899
56,"Life expectancy at birth, male (years)",401,Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.03,63.148,63.27,63.392,63.512,63.629,63.743,63.853,63.959,64.061,64.163,64.267,64.376,64.493,64.62,64.756,64.901,65.051
57,"Life expectancy at birth, total (years)",402,Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.8680487805,66.0236097561,66.1826829268,66.3407804878,66.495902439,66.6480243902,66.7966585366,66.9412926829,67.0819268293,67.2190487805,67.3542195122,67.4899268293,67.628195122,67.7705609756,67.9185365854,68.0716097561,68.2302682927,68.3914878049
62,"Mortality rate, infant (per 1,000 live births)",456,Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.6,33.5,32.6,31.8,31.1,30.5,29.9,29.4,28.9,28.4,27.9,27.4,26.9,26.4,25.9,25.4,24.9,24.4
65,Number of infant deaths,533,Philippines,PHL,Number of infant deaths,SH.DTH.IMRT,72487.0,70676.0,69701.0,69114.0,68836.0,68752.0,68529.0,68492.0,68347.0,67956.0,67176.0,65963.0,64231.0,62137.0,59972.0,58060.0,56575.0,55434.0
67,Number of under-five deaths,535,Philippines,PHL,Number of under-five deaths,SH.DTH.MORT,98988.0,95970.0,93699.0,92286.0,91423.0,90750.0,90148.0,89784.0,89282.0,88502.0,87249.0,85393.0,82803.0,80026.0,76875.0,73994.0,71913.0,70521.0
69,Population ages 0-14 (% of total),563,Philippines,PHL,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,40.0226016555,39.7633357019,39.5058869809,39.2678163655,39.0307169015,38.7746434516,38.4969151473,38.2499322495,37.9921991654,37.7273421814,37.4415667059,37.0991672027,36.5404471885,35.915138033,35.191328095,34.3989589214,33.6099258781,33.2381271681
70,Population ages 15-64 (% of total),564,Philippines,PHL,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,56.8913126695,57.1532046934,57.3830975131,57.5905582776,57.796147965,58.0225843209,58.2740543847,58.4764291273,58.6946344555,58.9235208704,59.1739321681,59.4779363454,59.897818886,60.3822809622,60.9654859959,61.6112364608,62.2359526556,62.5328867402
71,Population ages 65 and above (% of total),565,Philippines,PHL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.08608567504,3.08345960469,3.11101550601,3.14162535687,3.17313513348,3.20277222752,3.22903046797,3.2736386232,3.31316637911,3.34913694825,3.38450112605,3.42289645186,3.56173392549,3.70258100476,3.8431859091,3.98980461783,4.15412146631,4.22898609164
72,Population density (people per sq. km of land area),566,Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,228.863178724,234.214417949,239.586078412,244.969664956,250.381419995,255.844736224,261.368504544,266.977029882,272.644390784,278.269893014,283.71817755,288.900201227,293.768316732,298.371761076,302.837693262,307.34775799,312.033075091,316.937428313
73,Population in largest city,568,Philippines,PHL,Population in largest city,EN.URB.LCTY,9096427.0,9401255.0,9537615.0,9638964.0,9741532.0,9845191.0,9961912.0,10139607.0,10320724.0,10505075.0,10692980.0,10883716.0,11078124.0,11276004.0,11477699.0,11682432.0,11891107.0,12103509.0
74,Population in the largest city (% of urban population),569,Philippines,PHL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.5698552817,27.8773221156,27.6819703718,27.3953880364,27.1222593599,26.8590296055,26.6557930478,26.7122582325,26.7758373115,26.8566457197,26.9670947364,27.1113745596,27.2964959113,27.515748954,27.7575965499,28.0026318912,28.2417199673,28.4509828258
75,Population in urban agglomerations of more than 1 million,570,Philippines,PHL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,10066567.0,10402681.0,10568138.0,10698668.0,10831284.0,10965844.0,11113508.0,11318415.0,11527425.0,11740330.0,11957505.0,12178121.0,12403158.0,12632392.0,12866228.0,13103771.0,13346079.0,13592910.0
76,Population in urban agglomerations of more than 1 million (% of total population),571,Philippines,PHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.7516811734,14.8959329734,14.79356865,14.6471610644,14.5082122285,14.3747940705,14.2604742296,14.2183031996,14.179855094,14.1497946759,14.134793376,14.1373657929,14.1600039976,14.199201785,14.248769742,14.2988891727,14.3446222098,14.3838440711
77,"Population, female (% of total)",572,Philippines,PHL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.5426327856,49.5579675688,49.5713469675,49.5828277209,49.5953813793,49.6128391835,49.6367787265,49.670410134,49.7103600448,49.7445865118,49.7579390311,49.7418273099,49.6922039308,49.6166458129,49.532184943,49.4614323772,49.4195256088,49.410861126
78,"Population, total",573,Philippines,PHL,"Population, total",SP.POP.TOTL,68240134.0,69835713.0,71437381.0,73042605.0,74656228.0,76285225.0,77932247.0,79604541.0,81294378.0,82971734.0,84596249.0,86141373.0,87592899.0,88965508.0,90297115.0,91641881.0,93038902.0,94501233.0
79,Prevalence of anemia among children (% of children under 5),654,Philippines,PHL,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,41.9,40.3,38.9,37.7,36.7,36.0,35.5,35.2,35.0,35.0,34.9,34.8,34.8,34.7,34.7,34.8,34.8,34.9
83,"Primary education, duration (years)",662,Philippines,PHL,"Primary education, duration (years)",SE.PRM.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
84,Primary school starting age (years),667,Philippines,PHL,Primary school starting age (years),SE.PRM.AGES,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
85,Rural population,699,Philippines,PHL,Rural population,SP.RUR.TOTL,35246029.0,36112047.0,36983132.0,37857982.0,38739117.0,39630174.0,40559838.0,41645912.0,42749462.0,43856369.0,44944295.0,45996909.0,47008481.0,47985326.0,48947357.0,49922831.0,50934147.0,51959613.0
86,Rural population (% of total population),700,Philippines,PHL,Rural population (% of total population),SP.RUR.TOTL.ZS,51.65,51.71,51.77,51.83,51.89,51.95,52.045,52.316,52.586,52.857,53.128,53.397,53.667,53.937,54.207,54.476,54.745,54.983
87,"Secondary education, duration (years)",714,Philippines,PHL,"Secondary education, duration (years)",SE.SEC.DURS,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
88,"Services, etc., value added (% of GDP)",719,Philippines,PHL,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.4664451969,46.3105819614,47.2962657038,48.9946401411,50.8499606453,51.7330016248,51.5771488048,52.2984129614,52.2706675313,52.7347739004,52.941943496,53.5010366882,54.1381331335,54.4502213409,53.8787677432,55.209138383,55.1173873904,55.9316575616
90,Surface area (sq. km),734,Philippines,PHL,Surface area (sq. km),AG.SRF.TOTL.K2,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0
91,"Survival to age 65, female (% of cohort)",735,Philippines,PHL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,71.4894,71.81334,72.13728,72.461225,72.76134,73.06146,73.36158,73.6617,73.961828,74.24018,74.51853,74.79688,75.07523,75.35358,75.67117,75.98876,76.30635,76.62394
92,"Survival to age 65, male (% of cohort)",736,Philippines,PHL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,57.86626,57.99437,58.12248,58.250585,58.36701,58.48343,58.59986,58.71628,58.832702,58.93857,59.04443,59.1503,59.25616,59.362026,59.67097,59.97991,60.28885,60.59779
93,Urban population,793,Philippines,PHL,Urban population,SP.URB.TOTL,32994105.0,33723666.0,34454249.0,35184623.0,35917111.0,36655051.0,37372409.0,37958629.0,38544916.0,39115365.0,39651954.0,40144464.0,40584418.0,40980182.0,41349758.0,41719050.0,42104755.0,42541620.0
94,Urban population (% of total),794,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,48.35,48.29,48.23,48.17,48.11,48.05,47.955,47.684,47.414,47.143,46.872,46.603,46.333,46.063,45.793,45.524,45.255,45.017
