,AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name.1,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
70,"Immunization, measles (% of children ages 12-23 months)",344,"Egypt, Arab Rep.",EGY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89.0,89.0,92.0,92.0,98.0,96.0,98.0,97.0,97.0,98.0,97.0,98.0,98.0,97.0,92.0,95.0,96.0,96.0
71,Improved sanitation facilities (% of population with access),353,"Egypt, Arab Rep.",EGY,Improved sanitation facilities (% of population with access),SH.STA.ACSN,77.7,78.8,79.8,81.0,82.1,83.2,84.3,85.5,86.6,87.7,88.8,90.0,91.1,92.2,93.3,94.4,94.7,94.7
72,"Improved sanitation facilities, rural (% of rural population with access)",354,"Egypt, Arab Rep.",EGY,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,66.2,67.9,69.7,71.4,73.2,75.0,76.7,78.5,80.3,82.0,83.8,85.5,87.3,89.1,90.8,92.6,93.1,93.1
73,"Improved sanitation facilities, urban (% of urban population with access)",355,"Egypt, Arab Rep.",EGY,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,93.0,93.2,93.5,93.7,94.0,94.3,94.5,94.8,95.0,95.3,95.5,95.8,96.1,96.3,96.6,96.8,96.8,96.8
75,"Improved water source, rural (% of rural population with access)",357,"Egypt, Arab Rep.",EGY,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,92.2,92.5,92.8,93.2,93.5,93.8,94.1,94.5,94.8,95.1,95.4,95.8,96.1,96.4,96.7,97.1,97.4,97.7
76,"Improved water source, urban (% of urban population with access)",358,"Egypt, Arab Rep.",EGY,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,97.3,97.4,97.6,97.7,97.8,98.0,98.1,98.3,98.4,98.6,98.7,98.9,99.0,99.2,99.3,99.5,99.6,99.8
77,"Incidence of tuberculosis (per 100,000 people)",359,"Egypt, Arab Rep.",EGY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,21.0,20.0,19.0,19.0,18.0,17.0
78,"Industry, value added (% of GDP)",360,"Egypt, Arab Rep.",EGY,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,32.7550976578,32.3019737187,31.6156593599,31.2150849296,30.8617492898,30.9157445899,33.1320980654,33.3291835065,34.819939317,35.666994522,36.8755647991,36.3054306817,38.4289886106,36.7640662141,37.9144998876,37.5511377589,37.5264994573,37.6312584944
79,Internet users (per 100 people),386,"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,0.00638326960357,0.0313196382369,0.0614668989378,0.0904802447093,0.147987376854,0.290445278316,0.641265037505,0.838945611478,2.71999971465,4.03788510707,11.92,12.75,13.66,16.03,18.01,20.0,21.6,25.6
80,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",393,"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,24.1000003815,22.7000007629,21.7999992371,21.0,20.2999992371,20.8999996185,21.1000003815,21.3999996185,20.0,20.7000007629,21.3999996185,22.1000003815,22.3999996185,24.3999996185,24.7000007629,25.0,25.2999992371,25.5
81,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",394,"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,22.0,20.7000007629,20.0,19.2000007629,18.5,19.1000003815,19.2999992371,19.6000003815,18.2999992371,18.8999996185,19.5,20.2000007629,20.3999996185,22.5,22.7000007629,23.0,23.2999992371,23.3999996185
84,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",399,"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,50.5999984741,49.2999992371,48.7999992371,48.2999992371,47.7000007629,49.2999992371,49.2000007629,48.7000007629,48.2999992371,49.2999992371,50.2999992371,51.2000007629,50.0,51.0999984741,51.4000015259,51.5999984741,51.9000015259,52.2000007629
85,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",400,"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,47.7000007629,46.5999984741,46.0999984741,45.5999984741,45.0999984741,46.5,46.0999984741,45.5999984741,45.0,45.9000015259,46.9000015259,47.7000007629,46.7000007629,47.7999992371,48.0999984741,48.2999992371,48.5999984741,48.7999992371
86,"Labor force, female (% of total labor force)",402,"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,23.2619604641,22.3831875942,21.8511812075,21.2036150813,20.6558428742,20.6803486814,21.0703470958,21.6147804149,20.431355607,20.667566783,20.8499094625,21.2189010696,21.8751173751,23.5592544505,23.6092942991,23.8129045003,23.9671512473,23.9644460084
87,"Labor force, total",403,"Egypt, Arab Rep.",EGY,"Labor force, total",SL.TLF.TOTL.IN,17535001.0,17588393.0,17910359.0,18215026.0,18518155.0,19642575.0,20055270.0,20420374.0,20753596.0,21796441.0,22905428.0,23920678.0,23961636.0,25083888.0,25798395.0,26448525.0,27137347.0,27815836.0
88,Land area (sq. km),404,"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0,995450.0
89,"Life expectancy at birth, female (years)",407,"Egypt, Arab Rep.",EGY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,68.743,69.23,69.705,70.138,70.511,70.817,71.059,71.246,71.401,71.544,71.686,71.84,72.012,72.2,72.403,72.621,72.852,73.091
90,"Life expectancy at birth, male (years)",408,"Egypt, Arab Rep.",EGY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.93,64.408,64.876,65.307,65.68,65.991,66.241,66.444,66.619,66.787,66.957,67.137,67.33,67.531,67.738,67.949,68.164,68.381
91,"Life expectancy at birth, total (years)",409,"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.277804878,66.760195122,67.2316097561,67.6635853659,68.0365853659,68.3451463415,68.5912439024,68.7864390244,68.9516829268,69.1074878049,69.2638292683,69.4311463415,69.613902439,69.8085609756,70.0136097561,70.2280243902,70.4508292683,70.6785609756
100,"Mortality rate, infant (per 1,000 live births)",468,"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,52.2,49.4,46.6,44.0,41.4,39.1,37.0,35.1,33.4,31.9,30.5,29.2,28.1,27.1,26.1,25.1,24.3,23.4
105,Number of infant deaths,543,"Egypt, Arab Rep.",EGY,Number of infant deaths,SH.DTH.IMRT,84977.0,77778.0,72762.0,69445.0,66961.0,65184.0,63542.0,62006.0,60747.0,59603.0,58216.0,56536.0,54550.0,52301.0,50194.0,48945.0,49304.0,51014.0
107,Number of under-five deaths,545,"Egypt, Arab Rep.",EGY,Number of under-five deaths,SH.DTH.MORT,115545.0,104998.0,96488.0,90417.0,85886.0,82388.0,79233.0,76511.0,74255.0,72111.0,70054.0,67869.0,65514.0,62720.0,60167.0,58694.0,58541.0,60009.0
109,Population ages 0-14 (% of total),574,"Egypt, Arab Rep.",EGY,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,40.004406846,39.5473389267,38.9091567913,38.3128704777,37.7145382528,37.058134164,36.3373081444,35.6586804774,34.9598899768,34.2721669498,33.6393012192,33.0841263287,32.72999937,32.3799602056,32.087171867,31.9279102451,31.9387024979,31.9712679797
110,Population ages 15-64 (% of total),575,"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,55.1186253839,55.5356109289,56.1184071314,56.6747663786,57.2452377731,57.8822824121,58.59128362,59.25663447,59.9513360206,60.6453186434,61.2977856371,61.885156297,62.2665253434,62.654352323,62.983398957,63.1617801563,63.145386805,63.0530455127
111,Population ages 65 and above (% of total),576,"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.87696777008,4.91705014439,4.97243607733,5.01236314363,5.04022397409,5.05958342391,5.07140823566,5.08468505255,5.08877400252,5.08251440677,5.06291314368,5.03071737434,5.00347528659,4.96568747143,4.92942917607,4.91030959863,4.91591069704,4.97568650763
112,Population density (people per sq. km of land area),577,"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,61.552912753,62.7199025566,63.8863117183,65.0505459842,66.2239449495,67.4196363454,68.6472499874,69.9180722286,71.2328193279,72.5778552413,73.9324606962,75.2846602039,76.6229192827,77.9600452057,79.3371058315,80.8101290873,82.4159867397,84.1706102768
114,Population in largest city,579,"Egypt, Arab Rep.",EGY,Population in largest city,EN.URB.LCTY,11515975.0,11961986.0,12425922.0,12772788.0,13050816.0,13334896.0,13625565.0,13921743.0,14224781.0,14534415.0,14851230.0,15174050.0,15504347.0,15841834.0,16186667.0,16539006.0,16899015.0,17266860.0
115,Population in the largest city (% of urban population),580,"Egypt, Arab Rep.",EGY,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,43.7632867713,44.7499614488,45.7790500401,46.2396792992,46.3590592619,46.4780240185,46.5906320844,46.6879546475,46.7735226023,46.8557087186,46.9495351053,47.0581117075,47.192198559,47.3869099783,47.6000895031,47.7707414236,47.8817670762,47.9253155049
116,Population in urban agglomerations of more than 1 million,581,"Egypt, Arab Rep.",EGY,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,14721249.0,15205730.0,15708651.0,16111368.0,16457001.0,16810055.0,17171193.0,17539069.0,17915357.0,18299724.0,18692891.0,19093395.0,19503058.0,19921517.0,20348962.0,20785585.0,21231585.0,21687163.0
117,Population in urban agglomerations of more than 1 million (% of total population),582,"Egypt, Arab Rep.",EGY,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,24.0257303533,24.3546811847,24.7008343923,24.8806671023,24.9641162656,25.0474361276,25.127997178,25.1998316953,25.2653827717,25.3291699855,25.3993066586,25.4775235527,25.5696372637,25.6702958033,25.7659675921,25.8390772642,25.8792391033,25.8834889645
118,"Population, female (% of total)",583,"Egypt, Arab Rep.",EGY,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.727899864,49.713284446,49.7103299348,49.7164169087,49.7258452659,49.7309599766,49.7268065274,49.71219733,49.6896643586,49.6625785323,49.6355647696,49.6117530176,49.5918906352,49.5749151344,49.559907487,49.5454569922,49.5307297228,49.515685095
119,"Population, total",584,"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,61272847.0,62434527.0,63595629.0,64754566.0,65922626.0,67112877.0,68334905.0,69599945.0,70908710.0,72247626.0,73596068.0,74942115.0,76274285.0,77605327.0,78976122.0,80442443.0,82040994.0,83787634.0
125,Prevalence of anemia among children (% of children under 5),661,"Egypt, Arab Rep.",EGY,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,36.7,35.5,34.6,34.0,33.9,34.5,35.4,37.2,39.2,41.0,42.6,44.1,44.8,45.3,45.5,45.5,45.4,45.4
131,Primary school starting age (years),675,"Egypt, Arab Rep.",EGY,Primary school starting age (years),SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
134,Rural population,707,"Egypt, Arab Rep.",EGY,Rural population,SP.RUR.TOTL,34958610.0,35703809.0,36452379.0,37131563.0,37771028.0,38422122.0,39089616.0,39781241.0,40496673.0,41228108.0,41963742.0,42696771.0,43420662.0,44174504.0,44970583.0,45820820.0,46747779.0,47758951.0
135,Rural population (% of total population),708,"Egypt, Arab Rep.",EGY,Rural population (% of total population),SP.RUR.TOTL.ZS,57.054,57.186,57.319,57.342,57.296,57.25,57.203,57.157,57.111,57.065,57.019,56.973,56.927,56.922,56.942,56.961,56.981,57.0
137,"Secondary education, duration (years)",730,"Egypt, Arab Rep.",EGY,"Secondary education, duration (years)",SE.SEC.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
138,"Services, etc., value added (% of GDP)",743,"Egypt, Arab Rep.",EGY,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,50.3703203716,50.9188000628,51.1244951794,51.8305617177,52.0245736388,51.7668945568,50.1271593166,50.1121054657,48.7178612143,47.9943392468,47.9624711477,48.829739137,47.5011447247,49.1656937223,48.8616532784,48.8213882711,48.4833167274,47.8517194024
141,Surface area (sq. km),759,"Egypt, Arab Rep.",EGY,Surface area (sq. km),AG.SRF.TOTL.K2,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0,1001450.0
142,"Survival to age 65, female (% of cohort)",760,"Egypt, Arab Rep.",EGY,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,73.68022,74.2638,74.84738,75.430973,75.68366,75.93636,76.18905,76.44174,76.694424,76.91093,77.12743,77.34393,77.56042,77.776924,78.17965,78.58237,78.9851,79.38783
143,"Survival to age 65, male (% of cohort)",761,"Egypt, Arab Rep.",EGY,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,62.78831,63.35751,63.9267,64.495892,64.75686,65.01782,65.27879,65.53975,65.800708,66.11458,66.42845,66.74232,67.0562,67.370078,67.74853,68.12698,68.50542,68.88387
144,Urban population,800,"Egypt, Arab Rep.",EGY,Urban population,SP.URB.TOTL,26314237.0,26730718.0,27143250.0,27623003.0,28151598.0,28690755.0,29245289.0,29818704.0,30412037.0,31019518.0,31632326.0,32245344.0,32853623.0,33430823.0,34005539.0,34621623.0,35293215.0,36028683.0
145,Urban population (% of total),801,"Egypt, Arab Rep.",EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,42.946,42.814,42.681,42.658,42.704,42.75,42.797,42.843,42.889,42.935,42.981,43.027,43.073,43.078,43.058,43.039,43.019,43.0
