,AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name.1,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
112,"Incidence of tuberculosis (per 100,000 people)",355,India,IND,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,216.0,216.0,217.0,217.0,217.0,217.0,216.0,216.0,215.0,214.0,212.0,209.0,205.0,201.0,196.0,191.0,185.0,180.0
113,"Industry, value added (% of GDP)",356,India,IND,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.405252872,27.4018211607,26.5988193708,26.4103352331,25.741121696,25.2242188802,25.999858448,25.0835606797,26.1705736808,26.0094233854,27.925058181,28.1336444309,28.8418269087,29.0319763861,28.2876406096,27.7594172344,27.1553116574,33.1090504035
116,Internet users (per 100 people),381,India,IND,Internet users (per 100 people),IT.NET.USER.P2,0.00106956238675,0.0262288788137,0.0463339767355,0.0707678487089,0.1390273288,0.273224276735,0.527532449931,0.66014637701,1.53787558175,1.68648997064,1.97613649191,2.38807499996,2.80549986534,3.95,4.38,5.12,7.5,10.07
120,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",391,India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,37.4000015259,37.0999984741,36.7999992371,36.5,36.2000007629,35.9000015259,35.7000007629,36.2999992371,36.9000015259,37.5999984741,38.2000007629,38.9000015259,37.0,35.2000007629,33.5,31.7999992371,30.2000007629,29.2999992371
121,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",392,India,IND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,35.7000007629,35.4000015259,35.0999984741,34.7999992371,34.5,34.2000007629,33.9000015259,34.5,35.0999984741,35.7000007629,36.2999992371,36.9000015259,35.0999984741,33.4000015259,31.7999992371,30.2000007629,28.6000003815,27.7999992371
124,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",397,India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,62.9000015259,62.5999984741,62.2999992371,62.0999984741,61.7999992371,61.5999984741,61.2999992371,61.7000007629,62.0999984741,62.4000015259,62.7999992371,63.2000007629,62.0,60.9000015259,59.7999992371,58.7999992371,57.7000007629,57.0
125,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",398,India,IND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.7999992371,60.5,60.2999992371,60.0,59.7000007629,59.4000015259,59.0999984741,59.5,59.7999992371,60.0999984741,60.4000015259,60.7999992371,59.7000007629,58.5999984741,57.5,56.5,55.4000015259,54.7999992371
126,"Labor force, female (% of total labor force)",409,India,IND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,28.3921473299,28.3057589698,28.1723680073,28.082245282,27.9899563551,27.8973642538,27.8049211849,28.1136453175,28.4684741373,28.8206010975,29.1672657725,29.4586657796,28.5388051374,27.6641951593,26.8391282842,25.9366734792,25.0485319101,24.6131477341
127,"Labor force, total",410,India,IND,"Labor force, total",SL.TLF.TOTL.IN,361244311.0,368396898.0,376098587.0,383437873.0,390979177.0,398642671.0,406359368.0,418539057.0,430329762.0,442356898.0,454552446.0,467648895.0,468800170.0,469653873.0,470196564.0,471283494.0,471277041.0,475090729.0
128,Land area (sq. km),411,India,IND,Land area (sq. km),AG.LND.TOTL.K2,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0,2973190.0
131,"Life expectancy at birth, female (years)",414,India,IND,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,60.625,61.068,61.519,61.976,62.438,62.901,63.365,63.832,64.3,64.766,65.225,65.669,66.089,66.48,66.84,67.169,67.469,67.744
132,"Life expectancy at birth, male (years)",415,India,IND,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.051,59.351,59.674,60.009,60.347,60.684,61.016,61.342,61.663,61.982,62.295,62.601,62.899,63.188,63.469,63.741,64.004,64.258
133,"Life expectancy at birth, total (years)",416,India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.818804878,60.1885609756,60.574,60.9685121951,61.367,61.7654634146,62.1618536585,62.5566341463,62.9493414634,63.3400487805,63.7242682927,64.0975853659,64.455097561,64.7938536585,65.1133902439,65.413195122,65.6942439024,65.9584878049
150,"Mortality rate, infant (per 1,000 live births)",472,India,IND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,79.6,77.5,75.4,73.1,70.9,68.6,66.4,64.2,62.0,59.9,57.8,55.8,53.9,51.9,50.0,48.2,46.3,44.4
155,Number of infant deaths,554,India,IND,Number of infant deaths,SH.DTH.IMRT,2129986.0,2084547.0,2038422.0,1987216.0,1938126.0,1883786.0,1828921.0,1769941.0,1708183.0,1647050.0,1584440.0,1523808.0,1465841.0,1404933.0,1345948.0,1287943.0,1225179.0,1159876.0
157,Number of under-five deaths,556,India,IND,Number of under-five deaths,SH.DTH.MORT,3019000.0,2938944.0,2859141.0,2779095.0,2692412.0,2605756.0,2513120.0,2421920.0,2328088.0,2233293.0,2136392.0,2044482.0,1953399.0,1863783.0,1775492.0,1685035.0,1595122.0,1505869.0
160,Population ages 0-14 (% of total),586,India,IND,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,36.966987091,36.6285412351,36.3097602489,35.9538911559,35.5662522716,35.1564496105,34.7326364683,34.3749661987,33.9917428363,33.5930175933,33.1891559413,32.7849598751,32.4268299903,32.061803506,31.6887834846,31.3010774358,30.8942920698,30.5016899044
161,Population ages 15-64 (% of total),587,India,IND,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,59.0052020253,59.3037992116,59.5463833757,59.83198717,60.1536187854,60.499709778,60.8607516586,61.1339375798,61.4357914141,61.7581675106,62.0934310128,62.4370059808,62.7184169967,63.0137977836,63.3220881802,63.6477200421,63.9924101758,64.2951738133
162,Population ages 65 and above (% of total),588,India,IND,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.02781088361,4.06765955324,4.14385637539,4.21412167408,4.280128943,4.34384061153,4.40661187314,4.49109622152,4.57246574957,4.64881489615,4.71741304587,4.77803414415,4.85475301294,4.92439871042,4.98912833517,5.05120252209,5.1132977544,5.20313628226
163,Population density (people per sq. km of land area),589,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,317.034636535,323.17981091,329.373646487,335.604939476,341.856022319,348.103089947,354.326858358,360.517891558,366.673289632,372.78800783,378.858842186,384.881656739,390.855715578,396.774384079,402.621463479,408.37692243,414.028200014,419.564848193
165,Population in largest city,591,India,IND,Population in largest city,EN.URB.LCTY,13930684.0,14309845.0,14699869.0,15099407.0,15510378.0,15932535.0,16366787.0,16753128.0,17030562.0,17504993.0,18079156.0,18670494.0,19282029.0,19913595.0,20566759.0,21239462.0,21935142.0,22653608.0
166,Population in the largest city (% of urban population),592,India,IND,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,5.5982925379,5.5972168756,5.5974698297,5.59880026125,5.60208095007,5.6074386349,5.6153214642,5.59837670037,5.530964092,5.52760120428,5.55309545219,5.58088191934,5.61147411268,5.64449446443,5.68039223255,5.71903524949,5.76113357069,5.80636614397
167,Population in urban agglomerations of more than 1 million,593,India,IND,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,103883842.0,107151276.0,110541149.0,114043995.0,117679049.0,121446768.0,125358087.0,129149208.0,132561940.0,136084517.0,139726105.0,143475670.0,147352893.0,151357291.0,155499439.0,159766970.0,164182455.0,168745527.0
168,Population in urban agglomerations of more than 1 million (% of total population),594,India,IND,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,11.0209397314,11.1514273977,11.2878820611,11.429346907,11.5779921712,11.7342522477,11.899415218,12.0487574362,12.1595334817,12.2779007854,12.4044485384,12.5380034416,12.6800082546,12.8303072465,12.9900026599,13.1584017925,13.3374916148,13.5272809815
169,"Population, female (% of total)",595,India,IND,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.2295019155,48.2243593267,48.2196914796,48.2153409354,48.2110421591,48.2064063541,48.201192171,48.1955340883,48.1896348689,48.183445313,48.1769032085,48.1700687445,48.1628208968,48.1554610883,48.1489395372,48.1444482275,48.1427460764,48.1441358347
170,"Population, total",596,India,IND,"Population, total",SP.POP.TOTL,942604211.0,960874982.0,979290432.0,997817250.0,1016402907.0,1034976626.0,1053481072.0,1071888190.0,1090189358.0,1108369577.0,1126419321.0,1144326293.0,1162088305.0,1179685631.0,1197070109.0,1214182182.0,1230984504.0,1247446011.0
177,Prevalence of anemia among children (% of children under 5),673,India,IND,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,72.8,72.1,71.3,70.6,69.7,68.8,68.1,67.3,66.7,66.1,65.5,64.7,63.9,62.9,62.0,60.9,60.0,59.0
182,"Primary education, duration (years)",678,India,IND,"Primary education, duration (years)",SE.PRM.DURS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
183,Primary school starting age (years),682,India,IND,Primary school starting age (years),SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
189,Rural population,709,India,IND,Rural population,SP.RUR.TOTL,693766125.0,705214976.0,716674117.0,728127204.0,739534755.0,750844493.0,762014464.0,772638445.0,782276276.0,791686221.0,800850345.0,809782501.0,818470414.0,826888846.0,835004284.0,842800278.0,850240997.0,857294797.0
190,Rural population (% of total population),710,India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,73.601,73.393,73.183,72.972,72.76,72.547,72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724
193,"Secondary education, duration (years)",725,India,IND,"Secondary education, duration (years)",SE.SEC.DURS,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
194,"Services, etc., value added (% of GDP)",735,India,IND,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,45.322752757,46.3417743201,46.2737586609,47.7026564359,48.4678974835,50.273503052,50.97828877,51.994133135,53.133684852,53.2478219136,53.0463894712,53.0558121461,52.8699479988,52.7117517123,53.9280270216,54.5039462802,54.6392589325,48.5202383953
197,Surface area (sq. km),751,India,IND,Surface area (sq. km),AG.SRF.TOTL.K2,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0,3287260.0
198,"Survival to age 65, female (% of cohort)",752,India,IND,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,59.93179,60.63713,61.34246,62.047803,62.78449,63.52118,64.25787,64.99455,65.731239,66.43694,67.14265,67.84835,68.55405,69.259762,69.69322,70.12669,70.56015,70.99361
199,"Survival to age 65, male (% of cohort)",753,India,IND,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,53.71492,54.20816,54.70139,55.194635,55.69131,56.18799,56.68467,57.18134,57.678019,58.15174,58.62546,59.09918,59.5729,60.046619,60.47723,60.90784,61.33845,61.76906
206,Urban population,809,India,IND,Urban population,SP.URB.TOTL,248838086.0,255660006.0,262616315.0,269690046.0,276868152.0,284132133.0,291466608.0,299249745.0,307913082.0,316683356.0,325568976.0,334543792.0,343617891.0,352796785.0,362065825.0,371381904.0,380743507.0,390151214.0
207,Urban population (% of total),810,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,26.399,26.607,26.817,27.028,27.24,27.453,27.667,27.918,28.244,28.572,28.903,29.235,29.569,29.906,30.246,30.587,30.93,31.276
