,Data Source,World Development Indicators,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
10,Brazil,BRA,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,8.17907762311,7.5173758573,6.65724919341,7.25600644651,8.22264229075,9.25996048725,9.39132432404,10.0305674236,10.6424989948,11.3282389187,11.3265666484,11.8130524843,12.3374697863,12.6603147506,12.5936164348,13.3986496464,12.2714652369,12.2323371826,12.1995936612,12.2284070522
11,Brazil,BRA,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,43931461729.2,56973214363.6,55089868807.9,62040741679.3,67879885544.3,52602872340.7,58873179141.7,53587002487.0,51775757609.5,60554987857.7,72916698315.6,1.01207854637e+11,1.31063409034e+11,1.69483633567e+11,2.03311343723e+11,2.12786634765e+11,2.66625806642e+11,3.14488496029e+11,2.9041986682e+11,2.88106161514e+11
12,Brazil,BRA,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,4.28571428571,4.3,4.43333333333,4.56666666667,4.7,3.8,3.9,3.8,3.7,3.8,3.9,4.4,4.8,4.9,5.2,5.4,5.6,5.6,5.6,5.6
13,Brazil,BRA,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,23019428571.4,32589141000.0,36686587000.0,39046187333.3,38799628000.0,21586584000.0,24448671000.0,20301006000.0,18000500000.0,20312862000.0,25106913000.0,37696824000.0,50991360000.0,65596300000.0,83948800000.0,85758480000.0,1.2167288e+11,1.4397376e+11,1.3331192e+11,1.3193824e+11
14,Brazil,BRA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.368261956882,0.291370701884,0.386951852391,0.365904618629,0.255025991811,0.610890859614,1.23059040431,1.24536171996,1.51712108741,1.74281397015,1.91846356113,2.38291789689,2.41287665515,2.12066165509,2.57316250536,1.536400772,1.56599667431,1.79029771529,1.80571393617,1.67932041763
15,Brazil,BRA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1978008622.8,2208260671.38,3202092360.35,3128579624.48,2105300768.64,3470275488.39,7714435879.66,6653183091.85,7380794090.25,9316194649.3,12350435313.6,20415553764.9,25632471283.0,28389297576.7,41541135486.6,24399887940.3,34024879541.8,46027838141.1,42986284250.3,39565460767.6
16,Brazil,BRA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,20.43204364,14.73544309,13.03364609,12.56720202,12.06712214,11.1776436,13.08106235,13.0247084,15.14501241,16.11560843,18.79861653,17.98131406,17.76150382,18.29040702,17.97517879,14.8414719,19.55127108,19.79620644,18.00141121,17.24459071
17,Brazil,BRA,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.182960157378,0.150243621007,0.14531018302,0.158250225041,0.305651934843,0.372842938125,0.428309464438,0.479108092344,0.556965140542,0.50859084848,0.608321756544,0.914181709735,0.976828152326,1.59422115543,1.67131991743,0.694344236578,1.16837963673,1.22258953177,1.02603356157,1.07098216844
18,Brazil,BRA,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,982715597.308,1138676871.94,1202466467.22,1353080569.16,2523230078.59,2118001421.75,2685024918.52,2559572699.29,2709635408.74,2718667294.64,3916174722.45,7832215230.89,10377040827.8,21341838607.8,26981788746.9,11027019689.9,25385734881.1,31432287825.9,24425447156.6,25232768281.4
19,Brazil,BRA,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.91705924979,1.74302090229,1.55188571862,1.47902215242,1.40123070864,2.31874182336,2.54966624741,2.72627827606,3.42398229331,3.74686848994,3.5510101068,4.174732949,4.32398756761,4.56059496209,5.00689971195,2.98236874977,3.57754291569,3.65173793174,3.59952890804,3.51566341287
20,Brazil,BRA,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,1.36583713553,1.3014065794,1.01962368321,0.954867308746,0.840552781984,1.33500802562,0.890766378663,1.00180846376,1.34989606536,1.49546367131,1.02422478913,0.877633342377,0.934282760127,0.845712151562,0.762417289163,0.751623741188,0.843166604651,0.638850684678,0.767781410307,0.765360826796
21,Brazil,BRA,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,7336184422.38,9863191282.4,8437559314.61,8164363755.28,6938964947.94,7583753390.99,5584116443.54,5352031482.52,6567244357.96,7993986100.34,6593621198.22,7519088555.48,9925072617.38,11321548573.0,12308464716.3,11936686958.6,18319733769.2,16424595562.8,18277573919.3,18032207223.6
22,Brazil,BRA,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,12.2530418288,7.21806623368,6.37644074891,5.31121373159,3.84448086727,1.91768787087,3.6897331729,2.99414853164,4.50252563216,4.78735703618,7.47200488444,6.1682395206,5.42403333894,5.63011626454,5.38154461576,1.4427981031,7.27983658154,7.56384790005,5.80185137088,5.01616434722
23,Brazil,BRA,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,65813538270.8,54704785636.4,52766131192.1,45412258320.7,31737112234.7,10893771134.3,23130531390.3,15995849291.0,21904787200.5,25590769163.3,48102301684.4,52846145363.2,57620590966.2,75370366433.4,86879656276.9,22913365234.9,1.58171193358e+11,1.94463503971e+11,1.3811713318e+11,1.18182838486e+11
24,Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.4514,82.1606,82.8698,83.579,83.0526,82.5262,81.9998,81.4734,80.947,78.9338,76.9206,74.9074,72.8942,70.881,70.3938,69.9066,69.4194,68.9322,68.445,67.8778
25,Brazil,BRA,Age dependency ratio (% of working-age population),SP.POP.DPND,60.1879108388,58.8529240553,57.618368969,56.4256452445,55.2827235199,54.2071068349,53.2140454008,52.583934554,51.9273304949,51.2852287833,50.6796373832,50.0961951823,49.531933678,48.9334991521,48.323467387,47.733052027,47.1836685657,46.5042590058,45.9978989018,45.5785314615
26,Brazil,BRA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.05370626032,7.1187666267,7.25537259323,7.37011722571,7.47764210941,7.59739981231,7.7391882092,7.93386722042,8.14686740035,8.3690194405,8.58630997415,8.79258265061,8.99175332797,9.18457715833,9.38059400409,9.59200493526,9.82621549637,10.0883732638,10.3684436609,10.6694144075
27,Brazil,BRA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,53.1342045785,51.7341574286,50.3629963758,49.0555280188,47.8050814105,46.6097070226,45.4748571916,44.6500673336,43.7804630945,42.9162093428,42.093327409,41.3036125317,40.54018035,39.7489219937,38.9428733829,38.1410470918,37.3574530694,36.415885742,35.6294552409,34.909117054
28,Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.0806160222,30.9245836992,30.990028882,31.0554740648,31.1207996037,31.1982091709,31.2756187381,31.5219654134,31.809469571,32.1206632098,32.5589186111,32.5948835506,32.6369263975,32.499814552,32.72259139,32.7273771437,32.7181645677,32.9466843101,32.9746809697,33.3576728794
29,Brazil,BRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2514180.0,2584720.0,2590190.0,2595660.0,2601120.0,2607590.0,2614060.0,2634650.0,2658680.0,2684690.0,2721320.0,2724326.0,2727840.0,2716380.0,2735000.0,2735400.0,2734630.0,2753730.0,2756070.0,2788081.0
32,Brazil,BRA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,3.40603781949,5.22532472109,3.70348810889,3.56436411232,3.71687635152,4.50691766888,4.75725752446,4.10370110691,3.918623472,4.4868231503,3.97714962083,3.82751483745,3.7042877179,3.78190696436,3.53125703364,3.77085397074,3.93564499704,3.53217088013,3.7949810979,3.52939668764
33,Brazil,BRA,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,3.2513631196,2.71551852593,3.00288718376,2.56766675221,2.10344802532,2.02268256261,1.96871318037,1.3518768915,1.49576627851,1.74991377677,1.75481688394,1.53839015123,1.52336026761,1.41929610371,1.21804038297,1.15623940206,1.31128581683,1.46650391504,1.09323830414,1.00470374429
34,Brazil,BRA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1902.01909583,2023.59321847,2110.05551662,2126.74306704,2211.72507152,2369.84693341,2463.80109752,2631.34611635,2866.44255519,3153.66780252,3251.47422855,3335.14500668,3567.72091681,3766.99620238,4069.89959549,4014.78510771,4398.85239488,4770.45240224,4777.14351214,5296.83149849
35,Brazil,BRA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,9.85026357492,5.77125039159,5.43649186025,5.31413444302,5.38101147613,5.34388890239,5.51047155842,5.64334548932,6.43472862857,7.19327012191,6.6771100494,5.4703226954,5.13758263032,5.187336798,5.40053082743,5.25323060905,4.85264512942,5.12444189646,5.26773136513,5.62929214094
36,Brazil,BRA,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,7.44106776789,5.73618815593,2.54347903922,0.813028061217,3.408888046,6.52523780856,2.72340592155,5.30145513225,8.022384062,8.05260504592,2.00547477257,0.669160702551,4.81231967819,3.24359520969,5.49040275309,-3.78172306192,6.79236910966,5.64052342531,-2.51141313813,7.88391674046
37,Brazil,BRA,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,26542676482.3,28065214346.9,28779047191.1,29013028920.6,30002050595.2,31959755744.0,32830149624.4,34570625276.6,37344013609.0,40351179533.2,41160412259.2,41435841563.0,43429866720.4,44838555796.9,47300373098.8,45511603980.9,48602920111.1,51344379205.3,50054909720.3,54001197127.1
38,Brazil,BRA,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,46093334600.0,48737335000.0,49976958900.0,50383285600.0,52100795400.0,55500496200.0,57012000000.0,60034465600.0,64850661000.0,70072828600.0,71478121500.0,71956425000.0,75419198200.0,77865491700.0,82140620800.0,79034290000.0,84402590700.0,89163338600.0,86924078800.0,93777100800.0
39,Brazil,BRA,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,30458000000.0,35555000000.0,40795000000.0,44645000000.0,47653000000.0,50579000000.0,57012000000.0,63261000000.0,81889000000.0,1.05945e+11,1.11036e+11,1.00871e+11,1.05302e+11,1.20206e+11,1.41721e+11,1.49449e+11,1.60323e+11,1.9057e+11,2.10416e+11,2.46962e+11
40,Brazil,BRA,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,47642734240.6,38745004041.2,40588001193.9,41414964118.5,41061871562.4,27871317709.0,31162612735.7,26894396735.0,27939881947.5,34431264218.4,37961025641.0,41435841563.0,48407442179.7,61737236192.6,77284096345.8,74745870965.7,91132654528.6,1.13920805618e+11,1.07736102522e+11,1.14541645924e+11
41,Brazil,BRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1468.5,1581.90002441,1644.80004883,1789.90002441,1642.80004883,1462.90002441,1727.901,1467.445,1539.738,1478.37,1499.485,1530.675,1412.26,1477.828,1807.062,1782.3,1302.47464788,1294.49545,1363.447091,1637.382
42,Brazil,BRA,"Air transport, passengers carried",IS.AIR.PSGR,17898600.0,20196100.0,22011500.0,24307000.0,28091100.0,28205300.0,31287784.0,34285574.0,35889538.0,32372040.0,35263795.0,37661733.0,40945038.0,45286990.0,58763225.0,67945578.0,74627064.0,87860363.0,94752568.0,95591641.0
43,Brazil,BRA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,408300.0,453500.0,483600.0,568600.0,609900.0,692600.0,628081.0,654106.0,627878.0,486777.0,486025.0,514700.0,560838.0,649738.0,647753.0,752225.0,841793.0,970561.0,1002565.0,952307.0
45,Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,6.31061456257,6.94640195067,6.92235353799,6.91397846889,6.90550768472,6.90904914251,6.9125906003,7.06748152101,7.35857499396,7.73306022632,8.17490494297,8.27420933366,8.3197936383,8.18220321746,8.40498005537,8.42771238577,8.41849980977,8.6470195522,8.68698059616,9.09390127469
46,Brazil,BRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.329120384418,0.356726249496,0.350011468323,0.344193698357,0.338484581215,0.333501458184,0.328673813926,0.331079475238,0.339715534195,0.351984624686,0.367119789462,0.366921046583,0.364649404396,0.354738023806,0.360682392809,0.358106432018,0.354269720724,0.360432230223,0.358727429722,0.372115596926
47,Brazil,BRA,Arable land (hectares),AG.LND.ARBL.HA,52745000.0,58059000.0,57858000.0,57788000.0,57717200.0,57746800.0,57776400.0,59071000.0,61504000.0,64634000.0,68327000.0,69157000.0,69538000.0,68388000.0,70250000.0,70440000.0,70363000.0,72273000.0,72607000.0,76008100.0
48,Brazil,BRA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,0.399958739392,0.896150673397,0.900387222069,0.894961020569,0.872072977553,0.816357359409,0.798544750646,0.786725817884,0.761472125601,0.744974542498,0.738060890152,0.701753917653,0.77604656724,0.734022543512,0.720196009185,0.700515799283,0.687744391663,0.677424578124,0.667102238514,0.65828518352
49,Brazil,BRA,"Armed forces personnel, total",MS.MIL.TOTL.P1,296000.0,680600.0,680600.0,700300.0,698850.0,676600.0,673200.0,673200.0,673200.0,673200.0,687000.0,673000.0,754000.0,721000.0,721000.0,713480.0,713480.0,713480.0,713480.0,713480.0
51,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,313000000.0,248000000.0,545000000.0,473000000.0,244000000.0,367000000.0,124000000.0,630000000.0,213000000.0,100000000.0,81000000.0,224000000.0,179000000.0,189000000.0,179000000.0,184000000.0,318000000.0,313000000.0,331000000.0,259000000.0
52,Brazil,BRA,Average grace period on new external debt commitments (years),DT.GPA.DPPG,3.8939,2.9088,3.6794,7.949,2.4258,4.6575,9.7236,4.8297,6.3113,7.6779,9.8512,11.2581,12.1925,7.6396,10.2445,7.1315,6.8177,7.333,7.2633,5.4035
53,Brazil,BRA,"Average grace period on new external debt commitments, official (years)",DT.GPA.OFFT,5.5202,4.9324,2.8966,3.8919,1.1525,3.5716,1.2543,2.0521,5.0557,4.2989,3.7832,4.2875,4.4483,3.8799,3.8396,4.9844,4.6818,4.4402,4.7294,4.8582
54,Brazil,BRA,"Average grace period on new external debt commitments, private (years)",DT.GPA.PRVT,2.7166,2.1302,4.0189,10.3628,4.9222,5.5295,14.1793,6.7017,7.3346,8.2283,11.5145,14.0078,14.9482,9.3894,13.6166,9.0308,9.3625,7.848,8.2749,5.4805
55,Brazil,BRA,Average grant element on new external debt commitments (%),DT.GRE.DPPG,12.3507,10.2125,8.1384,12.9264,6.5513,3.125,2.6237,14.0574,15.5993,12.6511,17.6607,14.9498,16.9781,13.9255,30.2144,32.875,45.0086,29.1274,43.7164,34.1865
56,Brazil,BRA,"Average grant element on new external debt commitments, official (%)",DT.GRE.OFFT,25.1852,26.1731,16.381,25.7168,8.1687,15.702,13.8286,21.7867,38.0154,38.1155,40.0331,32.9558,24.0934,31.1607,42.2673,44.3106,64.185,60.4937,61.5261,59.5822
57,Brazil,BRA,"Average grant element on new external debt commitments, private (%)",DT.GRE.PRVT,3.0599,4.0716,4.5645,5.3167,3.3804,-6.974,-3.2713,8.8481,-2.6721,8.5037,11.5283,7.8467,14.4463,5.9043,23.8687,22.7592,22.1608,23.5438,36.6058,30.6031
58,Brazil,BRA,Average interest on new external debt commitments (%),DT.INR.DPPG,7.8199,7.205,8.0937,7.3203,7.2357,8.8305,8.4514,6.3223,7.4307,7.0973,6.293,7.5401,7.0743,7.2495,4.8023,4.1107,2.97,3.9675,2.797,2.397
59,Brazil,BRA,"Average interest on new external debt commitments, official (%)",DT.INR.OFFT,6.1662,5.8025,6.6373,5.3269,5.9543,6.3964,5.7121,4.7934,3.8768,2.4074,2.9566,4.6537,5.9575,4.5775,3.5786,2.4328,0.9023,0.9467,1.1654,1.157
60,Brazil,BRA,"Average interest on new external debt commitments, private (%)",DT.INR.PRVT,9.0171,7.7446,8.7252,8.5063,9.7477,10.785,9.8926,7.3527,10.3274,7.8611,7.2075,8.6787,7.4716,8.4931,5.4465,5.5949,5.4335,4.5052,3.4484,2.5719
61,Brazil,BRA,Average maturity on new external debt commitments (years),DT.MAT.DPPG,12.3892,7.9418,8.2738,14.3576,4.9538,7.9595,13.4308,9.4169,12.5323,10.0229,13.6999,15.638,15.6264,14.6616,17.3818,13.0798,18.3394,11.3247,14.7033,9.4146
62,Brazil,BRA,"Average maturity on new external debt commitments, official (years)",DT.MAT.OFFT,19.7111,20.0099,14.9606,17.1856,4.7143,10.3096,8.613,10.434,18.2878,11.6974,17.0493,18.5489,17.1284,16.6556,23.605,15.1693,25.1145,22.2097,23.9972,21.8141
63,Brazil,BRA,"Average maturity on new external debt commitments, private (years)",DT.MAT.PRVT,7.089,3.2985,5.3745,12.675,5.4234,6.0724,15.9654,8.7313,7.8409,9.7502,12.7818,14.4897,15.0919,13.7336,14.1054,11.2315,10.2671,9.387,10.9926,7.6651
64,Brazil,BRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.192,21.943,21.754,21.586,21.401,21.173,20.867,20.459,19.954,19.372,18.729,18.061,17.411,16.818,16.309,15.896,15.576,15.332,15.129,14.938
65,Brazil,BRA,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,44.4934291103,31.7737539616,34.9918459603,36.8345641489,39.1896513367,42.6320716265,46.3595850921,48.4248603271,46.9616946839,49.0402119194,50.2271727346,53.6656821941,57.0578963687,60.0364022333,61.845422053,67.1591869863,66.6014745664,70.126185354,75.4436755118,75.0873821709
66,Brazil,BRA,Broad money (current LCU),FM.LBL.BMNY.CN,1.58753e+11,2.29084e+11,3.0018e+11,3.51941e+11,3.94242014e+11,4.65660313e+11,5.57416988443e+11,6.37425637209e+11,7.00284807638e+11,8.4352548276e+11,9.83802143711e+11,1.16547693985e+12,1.37498232785e+12,1.63180802399e+12,1.92186504392e+12,2.23517459989e+12,2.58868942396e+12,3.0678558127e+12,3.55573209836e+12,3.87268354576e+12
67,Brazil,BRA,Broad money growth (annual %),FM.LBL.BMNY.ZG,1102.38325243,44.3021549199,31.0349042273,17.2433206743,12.0193481294,18.1153445,19.704637239,14.3534643589,9.86141233732,20.4546312527,16.629807139,18.46659893,17.9759359308,18.6784725107,17.7751926498,16.3023702917,15.8159825228,18.5099990868,15.9028427491,8.9138168633
68,Brazil,BRA,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,6.45133014077,4.84945874459,5.0038446474,6.31418657446,7.73793676315,7.0606354359,9.22853097884,7.55556493097,6.31557251219,5.56093337576,6.35389571708,8.89891417158,7.36323138117,4.64743575747,5.40831928919,4.68646534281,5.09917634556,5.20988525499,4.87882577424,5.00579407236
71,Brazil,BRA,Cereal production (metric tons),AG.PRD.CREL.MT,45852774.0,49641824.0,44957172.0,44871284.0,40734185.0,47428952.0,45893360.0,57124610.0,50878876.0,67468220.0,63963630.0,55668625.0,59148968.0,69441579.0,79751786.0,70913797.0,75161327.0,77586276.0,89908244.0,100901726.0
72,Brazil,BRA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2284.36,2513.151,2573.147,2522.079,2581.25,2720.95,2661.353,3149.603,2846.024,3385.302,3131.45,2882.592,3210.503,3553.131,3830.84,3531.509,4040.836,4037.495,4584.529,4826.417
73,Brazil,BRA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,0.0,0.0,0.0,0.0,0.0,0.0,17105000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Brazil,BRA,Changes in inventories (current LCU),NE.GDI.STKB.CN,675000000.0,-6935000000.0,-9299000000.0,-10321000000.0,-874000000.0,7876000000.0,9509000000.0,5703000000.0,-6021000000.0,6652000000.0,12817000000.0,4810000000.0,18878000000.0,52258000000.0,71773000000.0,-8310000000.0,46813000000.0,51174000000.0,6280000000.0,7961000000.0
75,Brazil,BRA,Changes in inventories (current US$),NE.GDI.STKB.CD,1055842327.55,-7557210041.51,-9251815739.73,-9574282554.97,-753112621.358,4340032390.44,5197594971.3,2424538729.7,-2054317786.35,2161845953.85,4381880341.88,1975854288.33,8678236818.56,26839462996.5,39139657827.9,-4156188316.58,26609987066.4,30591296146.8,3215452835.53,3692333408.38
77,Brazil,BRA,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,88.8517651152,14.8462490604,5.44753939263,20.9359730458,46.2799964683,23.0716855079,13.4595631424,15.6497306554,16.890878422,17.6887582812,6.40149709661,7.85012600161,9.81532649559,3.72225877726,-4.35331186169,9.01082994037,3.48046516776,-0.600414189355,5.16657553778,-0.633701404778
78,Brazil,BRA,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,4.13909351196,5.31733570219,5.92367188874,11.8960251609,27.4895272011,33.6452015216,35.777018496,39.6199175124,42.1648706706,43.7669543091,42.2476980239,41.7291152893,44.7483659661,42.7835394078,41.8913815943,34.4900659724,31.5342401122,27.6618520776,29.0391793715,26.0997261838
79,Brazil,BRA,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,1695.59055413,40.4964982123,18.1121564977,13.4552644086,-26.4057957734,7.20712284018,10.5181113538,1.47342564991,9.37064268909,4.89414894724,11.7862105464,11.7974590309,13.9378330286,18.4256079531,19.4163469363,8.28702106103,20.9089031993,18.9819126446,15.2685562532,11.6537338925
97,Brazil,BRA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.0,0.000623011189325,0.000238523208012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00421507489286,0.000854986277346,0.00114566088167,0.00235360062501,0.00751735338444,0.00139046786971,0.00219105411476,0.00370594042012,0.00212962576069,0.00225995815399
99,Brazil,BRA,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2866424000.0,8282620000.0,9751851000.0,15021946000.0,19915556000.0,-13994313000.0,2262124000.0,-5623567000.0,-9714837000.0,-7295556000.0,-457453000.0,-1946624000.0,13636888000.0,19139083000.0,24667505000.0,6036574000.0,15308048000.0,48331169000.0,41391811000.0,45007971000.0
100,Brazil,BRA,"Commitments, IBRD (COM, current US$)",DT.COM.MIBR.CD,1023600000.0,404000000.0,858000000.0,1103600000.0,1290500000.0,1863120000.0,1289870000.0,1654150000.0,1588650000.0,1150090000.0,1215190000.0,851995000.0,1557059000.0,1365260000.0,3082190000.0,1860940000.0,5440204000.0,1337333000.0,4210699000.0,2760000000.0
101,Brazil,BRA,"Commitments, IDA (COM, current US$)",DT.COM.MIDA.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Brazil,BRA,"Commitments, official creditors (COM, current US$)",DT.COM.OFFT.CD,3004602000.0,2131263000.0,3916702000.0,7805837000.0,23206905000.0,7439505000.0,10551249000.0,10635613000.0,4047359000.0,2633115000.0,2148808000.0,3580985000.0,2428165000.0,3515655000.0,4418755000.0,12087957000.0,9764351000.0,2372150000.0,9856978000.0,6430664000.0
103,Brazil,BRA,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,4150685000.0,5539225000.0,9033261000.0,13120147000.0,11837194000.0,9264964000.0,20055436000.0,15780425000.0,4965453000.0,16166849000.0,7839356000.0,9077632000.0,6823936000.0,7554027000.0,8392936000.0,13665072000.0,8195335000.0,13325629000.0,24688466000.0,45575391000.0
